档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,串型,导线型号,跳跃高度
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.461595774
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.513039413
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.561521464
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.371563855
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.425321693
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.478730879
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.530491725
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.579204116
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.363762986
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.417237028
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.470463829
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.522072949
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.570675477
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.357895432
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.410649369
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.463848459
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.51549276
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.564206133
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.400557688
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.453350343
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.507810794
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.56053191
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.610094119
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.379978306
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.432741088
0.4,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.486598963
0.4,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.538808105
0.4,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.5879627
0.4,1,0,0,0,0.642857143,0.333333333,B,500/45,0.350710111
0.4,1,0,0,0,0.714285714,0.333333333,B,500/45,0.401505183
0.4,1,0,0,0,0.785714286,0.333333333,B,500/45,0.452292002
0.4,1,0,0,0,0.857142857,0.333333333,B,500/45,0.500839106
0.4,1,0,0,0,0.928571429,0.333333333,B,500/45,0.545623941
0.4,1,0,0,0,0.642857143,0.333333333,B,500/45,0.366433897
0.4,1,0,0,0,0.714285714,0.333333333,B,500/45,0.418379289
0.4,1,0,0,0,0.785714286,0.333333333,B,500/45,0.469567236
0.4,1,0,0,0,0.857142857,0.333333333,B,500/45,0.518429976
0.4,1,0,0,0,0.928571429,0.333333333,B,500/45,0.56349959
0.4,1,0,0,0,0.642857143,0.333333333,B,500/45,0.358848234
0.4,1,0,0,0,0.714285714,0.333333333,B,500/45,0.410236842
0.4,1,0,0,0,0.785714286,0.333333333,B,500/45,0.461231398
0.4,1,0,0,0,0.857142857,0.333333333,B,500/45,0.509942217
0.4,1,0,0,0,0.928571429,0.333333333,B,500/45,0.554880348
0.4,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.362011662
0.4,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.41652164
0.4,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.471294779
0.4,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.525050455
0.4,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.576532615
0.4,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.404441417
0.4,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.458661309
0.4,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.514661023
0.4,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.569475434
0.4,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.621816452
0.4,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.383998431
0.4,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.43836317
0.4,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.493769741
0.4,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.548069623
0.4,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.599993396
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.348997111
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.399069328
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.449007311
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.496401345
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.539635321
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.364753916
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.416024996
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.4663702
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.514081048
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.557511756
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.357150761
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.407840294
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.457990142
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.505549265
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.54888603
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.35143729
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.401449957
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.451623389
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.499296503
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.542856138
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.394319862
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.444792224
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.496302684
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.545072463
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.589391706
0.4,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.357150761
0.4,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.407840294
0.4,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.457990142
0.4,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.505549265
0.4,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.54888603
0.4,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.402746892
0.4,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.45045715
0.4,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.494018751
0.4,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.532058109
0.4,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.563267285
0.4,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.42249041
0.4,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.470361041
0.4,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.513930896
0.4,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.551880831
0.4,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.584327195
0.4,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.412959049
0.4,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.460753818
0.4,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.504321118
0.4,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.542311146
0.4,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.573607387
0.4,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.425022764
0.4,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.478492482
0.4,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.529314873
0.4,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.579953307
0.4,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.627162598
0.4,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.47620108
0.4,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.530400729
0.4,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.581662179
0.4,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.63505348
0.4,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.683018055
0.4,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.451499965
0.4,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.505345458
0.4,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.556394651
0.4,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.608437918
0.4,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.65605325
0.4,1,0,0,0,0.642857143,0.333333333,A,500/45,0.34969599
0.4,1,0,0,0,0.714285714,0.333333333,A,500/45,0.402655896
0.4,1,0,0,0,0.785714286,0.333333333,A,500/45,0.455167309
0.4,1,0,0,0,0.857142857,0.333333333,A,500/45,0.505327377
0.4,1,0,0,0,0.928571429,0.333333333,A,500/45,0.551416811
0.4,1,0,0,0,0.642857143,0.333333333,A,500/45,0.365686474
0.4,1,0,0,0,0.714285714,0.333333333,A,500/45,0.419490695
0.4,1,0,0,0,0.785714286,0.333333333,A,500/45,0.472465538
0.4,1,0,0,0,0.857142857,0.333333333,A,500/45,0.522995878
0.4,1,0,0,0,0.928571429,0.333333333,A,500/45,0.569333143
0.4,1,0,0,0,0.642857143,0.333333333,A,500/45,0.357819569
0.4,1,0,0,0,0.714285714,0.333333333,A,500/45,0.411367115
0.4,1,0,0,0,0.785714286,0.333333333,A,500/45,0.464118695
0.4,1,0,0,0,0.857142857,0.333333333,A,500/45,0.514470384
0.4,1,0,0,0,0.928571429,0.333333333,A,500/45,0.560688549
0.4,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.358140904
0.4,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.414346783
0.4,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.470739174
0.4,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.52600365
0.4,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.578730073
0.4,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.374216292
0.4,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.430905647
0.4,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.487724716
0.4,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.543349834
0.4,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.596347868
0.4,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.366462788
0.4,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.422919053
0.4,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.479533135
0.4,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.53498373
0.4,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.587852444
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.240264882
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.277764752
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.316010865
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.354503434
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.39376072
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.249956418
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.287578336
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.325926058
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.364506478
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.403843164
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.245283208
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.282846952
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.32114613
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.359685473
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.398981477
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.241104676
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.278620269
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.316887412
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.355407691
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.394421274
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.268527998
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.306429192
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.345039092
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.383852209
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.422327482
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.255319074
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.293040635
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/45,0.331487411
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/45,0.370164132
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/45,0.408526594
0,1,0,0,0,0.642857143,0.333333333,B,500/45,0.238644844
0,1,0,0,0,0.714285714,0.333333333,B,500/45,0.275666151
0,1,0,0,0,0.785714286,0.333333333,B,500/45,0.31331578
0,1,0,0,0,0.857142857,0.333333333,B,500/45,0.351068394
0,1,0,0,0,0.928571429,0.333333333,B,500/45,0.389712687
0,1,0,0,0,0.642857143,0.333333333,B,500/45,0.24837667
0,1,0,0,0,0.714285714,0.333333333,B,500/45,0.285535158
0,1,0,0,0,0.785714286,0.333333333,B,500/45,0.323306639
0,1,0,0,0,0.857142857,0.333333333,B,500/45,0.361155752
0,1,0,0,0,0.928571429,0.333333333,B,500/45,0.399985967
0,1,0,0,0,0.642857143,0.333333333,B,500/45,0.243686164
0,1,0,0,0,0.714285714,0.333333333,B,500/45,0.280777634
0,1,0,0,0,0.785714286,0.333333333,B,500/45,0.318491727
0,1,0,0,0,0.857142857,0.333333333,B,500/45,0.356295047
0,1,0,0,0,0.928571429,0.333333333,B,500/45,0.395036822
0,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.242822982
0,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.280630233
0,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.319295949
0,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.358344711
0,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.397877343
0,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.269990415
0,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.308165972
0,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.347152237
0,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.386471431
0,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.425607652
0,1,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.256935574
0,1,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.294934447
0,1,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.333764662
0,1,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.372954144
0,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.411985808
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.238036568
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.27489986
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.312338215
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.349808604
0,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.38831552
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.247802394
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.28480562
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.322366023
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.35993979
0,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.398680975
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.243093021
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.280029032
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.317530278
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.355056287
0,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.393682302
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.238929426
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.275813748
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.3132806
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.350789707
0,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.389083186
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.266590752
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.303921601
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.341789188
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.379646359
0,1,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.416896236
0,1,0,0.239336493,1,0.642857143,0.333333333,C,500/45,0.243093021
0,1,0,0.239336493,1,0.714285714,0.333333333,C,500/45,0.280029032
0,1,0,0.239336493,1,0.785714286,0.333333333,C,500/45,0.317530278
0,1,0,0.239336493,1,0.857142857,0.333333333,C,500/45,0.355056287
0,0.421182266,0,0.239336493,1,0.928571429,0.333333333,C,500/45,0.393682302
0,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.238644844
0,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.275666151
0,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.31331578
0,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.351068394
0,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.389712687
0,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.24837667
0,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.285535158
0,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.323306639
0,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.361155752
0,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.399985967
0,0.421182266,0,0,0,0.642857143,0.333333333,B,500/45,0.243686164
0,0.421182266,0,0,0,0.714285714,0.333333333,B,500/45,0.280777634
0,0.421182266,0,0,0,0.785714286,0.333333333,B,500/45,0.318491727
0,0.421182266,0,0,0,0.857142857,0.333333333,B,500/45,0.356295047
0,0.421182266,0,0,0,0.928571429,0.333333333,B,500/45,0.395036822
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.242822982
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.280630233
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.319295949
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.358344711
0,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.397877343
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.269990415
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.308165972
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.347152237
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.386471431
0,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.425607652
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,500/45,0.256935574
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,500/45,0.294934447
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,500/45,0.333764662
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,500/45,0.372954144
0,1,0,0.239336493,0,0.928571429,0.333333333,B,500/45,0.411985808
0,1,0,0,0,0.642857143,0.333333333,A,500/45,0.237018123
0,1,0,0,0,0.714285714,0.333333333,A,500/45,0.2751302
0,1,0,0,0,0.785714286,0.333333333,A,500/45,0.313974369
0,1,0,0,0,0.857142857,0.333333333,A,500/45,0.352959454
0,1,0,0,0,0.928571429,0.333333333,A,500/45,0.394500281
0,1,0,0,0,0.642857143,0.333333333,A,500/45,0.246669173
0,1,0,0,0,0.714285714,0.333333333,A,500/45,0.2849599
0,1,0,0,0,0.785714286,0.333333333,A,500/45,0.323961494
0,1,0,0,0,0.857142857,0.333333333,A,500/45,0.363081795
0,1,0,0,0,0.928571429,0.333333333,A,500/45,0.404880083
0,1,0,0,0,0.642857143,0.333333333,A,500/45,0.242017778
0,1,0,0,0,0.714285714,0.333333333,A,500/45,0.28022203
0,1,0,0,0,0.785714286,0.333333333,A,500/45,0.319146582
0,1,0,0,0,0.857142857,0.333333333,A,500/45,0.35820124
0,1,0,0,0,0.928571429,0.333333333,A,500/45,0.399878659
0,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.239683728
0,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.278602974
0,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.318477577
0,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.358773354
0,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.401409864
0,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.249238476
0,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.288313574
0,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.328322214
0,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.368729033
0,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.411425879
0,1,0,0.239336493,0,0.642857143,0.333333333,A,500/45,0.244635035
0,1,0,0.239336493,0,0.714285714,0.333333333,A,500/45,0.283635057
0,1,0,0.239336493,0,0.785714286,0.333333333,A,500/45,0.323578054
0,1,0,0.239336493,0,0.857142857,0.333333333,A,500/45,0.363932596
0,1,0,0.239336493,0,0.928571429,0.333333333,A,500/45,0.406600748
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.254560841
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.296324343
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.33907897
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.382144909
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.424778078
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.264209533
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.306148933
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.349066291
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.392278452
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.435036421
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.259558335
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.301414404
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.344251969
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.387396325
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.430090616
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.255323594
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.297117558
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.339910117
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.383025582
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.425709064
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.282405141
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.32475923
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.368075947
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.411671548
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.454781314
0,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,400/20,0.269372705
0,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,400/20,0.31146442
0,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,400/20,0.354533503
0,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,400/20,0.397898765
0,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,400/20,0.440803545
0,1,0,0,0,0.642857143,0.333333333,B,400/20,0.253088401
0,1,0,0,0,0.714285714,0.333333333,B,400/20,0.294364888
0,1,0,0,0,0.785714286,0.333333333,B,400/20,0.33648058
0,1,0,0,0,0.857142857,0.333333333,B,400/20,0.37872343
0,1,0,0,0,0.928571429,0.333333333,B,400/20,0.420276835
0,1,0,0,0,0.642857143,0.333333333,B,400/20,0.262798805
0,1,0,0,0,0.714285714,0.333333333,B,400/20,0.304271827
0,1,0,0,0,0.785714286,0.333333333,B,400/20,0.346576979
0,1,0,0,0,0.857142857,0.333333333,B,400/20,0.388984328
0,1,0,0,0,0.928571429,0.333333333,B,400/20,0.430691817
0,1,0,0,0,0.642857143,0.333333333,B,400/20,0.258120681
0,1,0,0,0,0.714285714,0.333333333,B,400/20,0.299498777
0,1,0,0,0,0.785714286,0.333333333,B,400/20,0.341711753
0,1,0,0,0,0.857142857,0.333333333,B,400/20,0.384040489
0,1,0,0,0,0.928571429,0.333333333,B,400/20,0.425668381
0,1,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.25697665
0,1,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.299022769
0,1,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.342195033
0,1,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.385855491
0,1,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.429287574
0,1,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.283720746
0,1,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.326304585
0,1,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.369971921
0,1,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.41407812
0,1,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.457902684
0,1,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.270889759
