串型,导线型号,档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,跳跃高度
B,400/20,400,33.37,0,7.23,0,0.22,0.8,14.37542
B,400/20,400,33.37,0,7.23,0,0.24,0.8,16.41168
B,400/20,400,33.37,0,7.23,0,0.26,0.8,18.50947
B,400/20,400,33.37,0,7.23,0,0.28,0.8,20.63732
B,400/20,400,33.37,0,7.23,0,0.2,0.8,12.38791
B,400/20,400,33.37,0,7.23,0,0.22,0.8,14.17216
B,400/20,400,33.37,0,7.23,0,0.24,0.8,16.2034
B,400/20,400,33.37,0,7.23,0,0.26,0.8,18.29634
B,400/20,400,33.37,0,7.23,0,0.28,0.8,20.41971
B,400/20,400,33.37,0,9.25,0,0.2,0.8,12.2811
B,400/20,400,33.37,0,9.25,0,0.22,0.8,14.10192
B,400/20,400,33.37,0,9.25,0,0.24,0.8,16.15424
B,400/20,400,33.37,0,9.25,0,0.26,0.8,18.27929
B,400/20,400,33.37,0,9.25,0,0.28,0.8,20.44945
B,400/20,400,33.37,0,9.25,0,0.2,0.8,13.61007
B,400/20,400,33.37,0,9.25,0,0.22,0.8,15.35581
B,400/20,400,33.37,0,9.25,0,0.24,0.8,17.33257
B,400/20,400,33.37,0,9.25,0,0.26,0.8,19.48465
B,400/20,400,33.37,0,9.25,0,0.28,0.8,21.68029
B,400/20,400,33.37,0,9.25,0,0.2,0.8,12.96989
B,400/20,400,33.37,0,9.25,0,0.22,0.8,14.71365
B,400/20,400,33.37,0,9.25,0,0.24,0.8,16.76759
B,400/20,400,33.37,0,9.25,0,0.26,0.8,18.9066
B,400/20,400,33.37,0,9.25,0,0.28,0.8,21.0898
