
 ** MIDAS/Civil Beam Element Time-history Output Data ** 
___________________________________________________________


 单元=     2 梁单元     内力 时程 (局部)      单位体系 ..: m, N
--------------------------------------------- 

  TIME        AXIAL       SHEAR-y      SHEAR-z      TORSION      MOMENT-y     MOMENT-z 
        J   0.000e+000  -0.000e+000   9.067e+002   0.000e+000  -1.407e+003   0.000e+000
  7.820 I  -0.000e+000   0.000e+000   9.194e+002  -0.000e+000   1.341e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.194e+002   0.000e+000  -1.417e+003   0.000e+000
  7.840 I  -0.000e+000   0.000e+000   9.282e+002  -0.000e+000   1.363e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.282e+002   0.000e+000  -1.421e+003   0.000e+000
  7.860 I  -0.000e+000   0.000e+000   9.326e+002  -0.000e+000   1.379e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.326e+002   0.000e+000  -1.419e+003   0.000e+000
  7.880 I  -0.000e+000   0.000e+000   9.320e+002  -0.000e+000   1.386e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.320e+002   0.000e+000  -1.410e+003   0.000e+000
  7.900 I  -0.000e+000   0.000e+000   9.260e+002  -0.000e+000   1.385e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.260e+002   0.000e+000  -1.393e+003   0.000e+000
  7.920 I  -0.000e+000   0.000e+000   9.143e+002  -0.000e+000   1.374e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.143e+002   0.000e+000  -1.369e+003   0.000e+000
  7.940 I  -0.000e+000   0.000e+000   8.966e+002  -0.000e+000   1.353e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.966e+002   0.000e+000  -1.336e+003   0.000e+000
  7.960 I  -0.000e+000   0.000e+000   8.725e+002  -0.000e+000   1.322e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.725e+002   0.000e+000  -1.296e+003   0.000e+000
  7.980 I  -0.000e+000   0.000e+000   8.421e+002  -0.000e+000   1.279e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.421e+002   0.000e+000  -1.247e+003   0.000e+000
  8.000 I  -0.000e+000   0.000e+000   8.061e+002  -0.000e+000   1.227e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.061e+002   0.000e+000  -1.191e+003   0.000e+000
  8.020 I  -0.000e+000   0.000e+000   7.657e+002  -0.000e+000   1.168e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.657e+002   0.000e+000  -1.129e+003   0.000e+000
  8.040 I  -0.000e+000   0.000e+000   7.216e+002  -0.000e+000   1.103e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.216e+002   0.000e+000  -1.061e+003   0.000e+000
  8.060 I  -0.000e+000   0.000e+000   6.737e+002  -0.000e+000   1.032e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.737e+002   0.000e+000  -9.888e+002   0.000e+000
  8.080 I  -0.000e+000   0.000e+000   6.215e+002  -0.000e+000   9.539e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.215e+002   0.000e+000  -9.105e+002   0.000e+000
  8.100 I  -0.000e+000   0.000e+000   5.645e+002  -0.000e+000   8.672e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.645e+002   0.000e+000  -8.262e+002   0.000e+000
  8.120 I  -0.000e+000   0.000e+000   5.025e+002  -0.000e+000   7.717e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.025e+002   0.000e+000  -7.359e+002   0.000e+000
  8.140 I  -0.000e+000   0.000e+000   4.362e+002  -0.000e+000   6.684e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.362e+002   0.000e+000  -6.401e+002   0.000e+000
  8.160 I  -0.000e+000   0.000e+000   3.661e+002  -0.000e+000   5.586e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.661e+002   0.000e+000  -5.398e+002   0.000e+000
  8.180 I  -0.000e+000   0.000e+000   2.932e+002  -0.000e+000   4.438e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.932e+002   0.000e+000  -4.360e+002   0.000e+000
  8.200 I  -0.000e+000   0.000e+000   2.181e+002  -0.000e+000   3.248e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.181e+002   0.000e+000  -3.294e+002   0.000e+000
  8.220 I  -0.000e+000   0.000e+000   1.411e+002  -0.000e+000   2.026e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.411e+002   0.000e+000  -2.207e+002   0.000e+000
  8.240 I  -0.000e+000   0.000e+000   6.282e+001  -0.000e+000   7.792e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   6.282e+001   0.000e+000  -1.105e+002   0.000e+000
  8.260 I  -0.000e+000   0.000e+000  -1.628e+001  -0.000e+000  -4.842e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.628e+001   0.000e+000   4.119e-001   0.000e+000
  8.280 I  -0.000e+000   0.000e+000  -9.581e+001  -0.000e+000  -1.758e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.581e+001   0.000e+000   1.116e+002   0.000e+000
  8.300 I  -0.000e+000   0.000e+000  -1.752e+002  -0.000e+000  -3.032e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.752e+002   0.000e+000   2.223e+002   0.000e+000
  8.320 I  -0.000e+000   0.000e+000  -2.533e+002  -0.000e+000  -4.286e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.533e+002   0.000e+000   3.312e+002   0.000e+000
  8.340 I  -0.000e+000   0.000e+000  -3.289e+002  -0.000e+000  -5.499e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.289e+002   0.000e+000   4.368e+002   0.000e+000
  8.360 I  -0.000e+000   0.000e+000  -4.011e+002  -0.000e+000  -6.653e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.011e+002   0.000e+000   5.381e+002   0.000e+000
  8.380 I  -0.000e+000   0.000e+000  -4.693e+002  -0.000e+000  -7.737e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.693e+002   0.000e+000   6.342e+002   0.000e+000
  8.400 I  -0.000e+000   0.000e+000  -5.331e+002  -0.000e+000  -8.745e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.331e+002   0.000e+000   7.247e+002   0.000e+000
  8.420 I  -0.000e+000   0.000e+000  -5.921e+002  -0.000e+000  -9.672e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.921e+002   0.000e+000   8.091e+002   0.000e+000
  8.440 I  -0.000e+000   0.000e+000  -6.463e+002  -0.000e+000  -1.052e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.463e+002   0.000e+000   8.872e+002   0.000e+000
  8.460 I  -0.000e+000   0.000e+000  -6.955e+002  -0.000e+000  -1.128e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.955e+002   0.000e+000   9.588e+002   0.000e+000
  8.480 I  -0.000e+000   0.000e+000  -7.397e+002  -0.000e+000  -1.195e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.397e+002   0.000e+000   1.024e+003   0.000e+000
  8.500 I  -0.000e+000   0.000e+000  -7.787e+002  -0.000e+000  -1.254e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.787e+002   0.000e+000   1.082e+003   0.000e+000
  8.520 I  -0.000e+000   0.000e+000  -8.123e+002  -0.000e+000  -1.304e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.123e+002   0.000e+000   1.133e+003   0.000e+000
  8.540 I  -0.000e+000   0.000e+000  -8.405e+002  -0.000e+000  -1.345e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.405e+002   0.000e+000   1.176e+003   0.000e+000
  8.560 I  -0.000e+000   0.000e+000  -8.639e+002  -0.000e+000  -1.379e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.639e+002   0.000e+000   1.213e+003   0.000e+000
  8.580 I  -0.000e+000   0.000e+000  -8.837e+002  -0.000e+000  -1.407e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.837e+002   0.000e+000   1.245e+003   0.000e+000
  8.600 I  -0.000e+000   0.000e+000  -9.011e+002  -0.000e+000  -1.431e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.011e+002   0.000e+000   1.272e+003   0.000e+000
  8.620 I  -0.000e+000   0.000e+000  -9.172e+002  -0.000e+000  -1.455e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.172e+002   0.000e+000   1.296e+003   0.000e+000
  8.640 I  -0.000e+000   0.000e+000  -9.326e+002  -0.000e+000  -1.480e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.326e+002   0.000e+000   1.318e+003   0.000e+000
  8.660 I  -0.000e+000   0.000e+000  -9.467e+002  -0.000e+000  -1.503e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.467e+002   0.000e+000   1.337e+003   0.000e+000
  8.680 I  -0.000e+000   0.000e+000  -9.584e+002  -0.000e+000  -1.524e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.584e+002   0.000e+000   1.352e+003   0.000e+000
  8.700 I  -0.000e+000   0.000e+000  -9.666e+002  -0.000e+000  -1.539e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.666e+002   0.000e+000   1.361e+003   0.000e+000
  8.720 I  -0.000e+000   0.000e+000  -9.701e+002  -0.000e+000  -1.547e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.701e+002   0.000e+000   1.363e+003   0.000e+000
  8.740 I  -0.000e+000   0.000e+000  -9.683e+002  -0.000e+000  -1.546e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.683e+002   0.000e+000   1.358e+003   0.000e+000
  8.760 I  -0.000e+000   0.000e+000  -9.608e+002  -0.000e+000  -1.537e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.608e+002   0.000e+000   1.346e+003   0.000e+000
  8.780 I  -0.000e+000   0.000e+000  -9.478e+002  -0.000e+000  -1.518e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.478e+002   0.000e+000   1.326e+003   0.000e+000
  8.800 I  -0.000e+000   0.000e+000  -9.287e+002  -0.000e+000  -1.489e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.287e+002   0.000e+000   1.298e+003   0.000e+000
  8.820 I  -0.000e+000   0.000e+000  -9.023e+002  -0.000e+000  -1.447e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.023e+002   0.000e+000   1.260e+003   0.000e+000
  8.840 I  -0.000e+000   0.000e+000  -8.666e+002  -0.000e+000  -1.389e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.666e+002   0.000e+000   1.211e+003   0.000e+000
  8.860 I  -0.000e+000   0.000e+000  -8.208e+002  -0.000e+000  -1.312e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.208e+002   0.000e+000   1.150e+003   0.000e+000
  8.880 I  -0.000e+000   0.000e+000  -7.664e+002  -0.000e+000  -1.220e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.664e+002   0.000e+000   1.079e+003   0.000e+000
  8.900 I  -0.000e+000   0.000e+000  -7.059e+002  -0.000e+000  -1.118e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.059e+002   0.000e+000   9.997e+002   0.000e+000
  8.920 I  -0.000e+000   0.000e+000  -6.418e+002  -0.000e+000  -1.010e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.418e+002   0.000e+000   9.157e+002   0.000e+000
  8.940 I  -0.000e+000   0.000e+000  -5.767e+002  -0.000e+000  -9.006e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.767e+002   0.000e+000   8.295e+002   0.000e+000
  8.960 I  -0.000e+000   0.000e+000  -5.122e+002  -0.000e+000  -7.934e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.122e+002   0.000e+000   7.431e+002   0.000e+000
  8.980 I  -0.000e+000   0.000e+000  -4.479e+002  -0.000e+000  -6.875e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.479e+002   0.000e+000   6.562e+002   0.000e+000
  9.000 I  -0.000e+000   0.000e+000  -3.834e+002  -0.000e+000  -5.819e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.834e+002   0.000e+000   5.684e+002   0.000e+000
  9.020 I  -0.000e+000   0.000e+000  -3.195e+002  -0.000e+000  -4.780e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.195e+002   0.000e+000   4.807e+002   0.000e+000
  9.040 I  -0.000e+000   0.000e+000  -2.563e+002  -0.000e+000  -3.757e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.563e+002   0.000e+000   3.932e+002   0.000e+000
  9.060 I  -0.000e+000   0.000e+000  -1.908e+002  -0.000e+000  -2.695e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.908e+002   0.000e+000   3.030e+002   0.000e+000
  9.080 I  -0.000e+000   0.000e+000  -1.204e+002  -0.000e+000  -1.538e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.204e+002   0.000e+000   2.074e+002   0.000e+000
  9.100 I  -0.000e+000   0.000e+000  -4.521e+001  -0.000e+000  -2.895e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.521e+001   0.000e+000   1.067e+002   0.000e+000
  9.120 I  -0.000e+000   0.000e+000   3.313e+001  -0.000e+000   1.021e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.313e+001   0.000e+000   2.688e+000   0.000e+000
  9.140 I  -0.000e+000   0.000e+000   1.129e+002  -0.000e+000   2.361e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.129e+002   0.000e+000  -1.026e+002   0.000e+000
  9.160 I  -0.000e+000   0.000e+000   1.928e+002  -0.000e+000   3.706e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.928e+002   0.000e+000  -2.077e+002   0.000e+000
  9.180 I  -0.000e+000   0.000e+000   2.720e+002  -0.000e+000   5.045e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.720e+002   0.000e+000  -3.116e+002   0.000e+000
  9.200 I  -0.000e+000   0.000e+000   3.500e+002  -0.000e+000   6.365e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.500e+002   0.000e+000  -4.136e+002   0.000e+000
  9.220 I  -0.000e+000   0.000e+000   4.254e+002  -0.000e+000   7.641e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.254e+002   0.000e+000  -5.121e+002   0.000e+000
  9.240 I  -0.000e+000   0.000e+000   4.966e+002  -0.000e+000   8.845e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.966e+002   0.000e+000  -6.053e+002   0.000e+000
  9.260 I  -0.000e+000   0.000e+000   5.620e+002  -0.000e+000   9.946e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.620e+002   0.000e+000  -6.913e+002   0.000e+000
  9.280 I  -0.000e+000   0.000e+000   6.200e+002  -0.000e+000   1.092e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.200e+002   0.000e+000  -7.686e+002   0.000e+000
  9.300 I  -0.000e+000   0.000e+000   6.703e+002  -0.000e+000   1.174e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.703e+002   0.000e+000  -8.364e+002   0.000e+000
  9.320 I  -0.000e+000   0.000e+000   7.140e+002  -0.000e+000   1.246e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.140e+002   0.000e+000  -8.961e+002   0.000e+000
  9.340 I  -0.000e+000   0.000e+000   7.535e+002  -0.000e+000   1.311e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.535e+002   0.000e+000  -9.500e+002   0.000e+000
  9.360 I  -0.000e+000   0.000e+000   7.912e+002  -0.000e+000   1.373e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.912e+002   0.000e+000  -1.001e+003   0.000e+000
  9.380 I  -0.000e+000   0.000e+000   8.277e+002  -0.000e+000   1.435e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.277e+002   0.000e+000  -1.049e+003   0.000e+000
  9.400 I  -0.000e+000   0.000e+000   8.610e+002  -0.000e+000   1.491e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.610e+002   0.000e+000  -1.092e+003   0.000e+000
  9.420 I  -0.000e+000   0.000e+000   8.884e+002  -0.000e+000   1.538e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.884e+002   0.000e+000  -1.127e+003   0.000e+000
  9.440 I  -0.000e+000   0.000e+000   9.096e+002  -0.000e+000   1.575e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.096e+002   0.000e+000  -1.154e+003   0.000e+000
  9.460 I  -0.000e+000   0.000e+000   9.255e+002  -0.000e+000   1.602e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.255e+002   0.000e+000  -1.174e+003   0.000e+000
  9.480 I  -0.000e+000   0.000e+000   9.369e+002  -0.000e+000   1.623e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.369e+002   0.000e+000  -1.188e+003   0.000e+000
  9.500 I  -0.000e+000   0.000e+000   9.445e+002  -0.000e+000   1.638e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.445e+002   0.000e+000  -1.196e+003   0.000e+000
  9.520 I  -0.000e+000   0.000e+000   9.488e+002  -0.000e+000   1.648e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.488e+002   0.000e+000  -1.199e+003   0.000e+000
  9.540 I  -0.000e+000   0.000e+000   9.491e+002  -0.000e+000   1.652e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.491e+002   0.000e+000  -1.196e+003   0.000e+000
  9.560 I  -0.000e+000   0.000e+000   9.443e+002  -0.000e+000   1.647e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.443e+002   0.000e+000  -1.186e+003   0.000e+000
  9.580 I  -0.000e+000   0.000e+000   9.332e+002  -0.000e+000   1.632e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.332e+002   0.000e+000  -1.168e+003   0.000e+000
  9.600 I  -0.000e+000   0.000e+000   9.148e+002  -0.000e+000   1.604e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.148e+002   0.000e+000  -1.140e+003   0.000e+000
  9.620 I  -0.000e+000   0.000e+000   8.886e+002  -0.000e+000   1.563e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.886e+002   0.000e+000  -1.103e+003   0.000e+000
  9.640 I  -0.000e+000   0.000e+000   8.555e+002  -0.000e+000   1.509e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.555e+002   0.000e+000  -1.057e+003   0.000e+000
  9.660 I  -0.000e+000   0.000e+000   8.168e+002  -0.000e+000   1.446e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.168e+002   0.000e+000  -1.004e+003   0.000e+000
  9.680 I  -0.000e+000   0.000e+000   7.740e+002  -0.000e+000   1.377e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.740e+002   0.000e+000  -9.453e+002   0.000e+000
  9.700 I  -0.000e+000   0.000e+000   7.286e+002  -0.000e+000   1.303e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.286e+002   0.000e+000  -8.825e+002   0.000e+000
  9.720 I  -0.000e+000   0.000e+000   6.815e+002  -0.000e+000   1.227e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.815e+002   0.000e+000  -8.169e+002   0.000e+000
  9.740 I  -0.000e+000   0.000e+000   6.328e+002  -0.000e+000   1.150e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.328e+002   0.000e+000  -7.486e+002   0.000e+000
  9.760 I  -0.000e+000   0.000e+000   5.822e+002  -0.000e+000   1.069e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   5.822e+002   0.000e+000  -6.773e+002   0.000e+000
  9.780 I  -0.000e+000   0.000e+000   5.294e+002  -0.000e+000   9.852e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.294e+002   0.000e+000  -6.029e+002   0.000e+000
  9.800 I  -0.000e+000   0.000e+000   4.740e+002  -0.000e+000   8.970e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.740e+002   0.000e+000  -5.250e+002   0.000e+000
  9.820 I  -0.000e+000   0.000e+000   4.161e+002  -0.000e+000   8.044e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.161e+002   0.000e+000  -4.438e+002   0.000e+000
  9.840 I  -0.000e+000   0.000e+000   3.557e+002  -0.000e+000   7.075e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.557e+002   0.000e+000  -3.595e+002   0.000e+000
  9.860 I  -0.000e+000   0.000e+000   2.924e+002  -0.000e+000   6.056e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.924e+002   0.000e+000  -2.717e+002   0.000e+000
  9.880 I  -0.000e+000   0.000e+000   2.265e+002  -0.000e+000   4.987e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.265e+002   0.000e+000  -1.809e+002   0.000e+000
  9.900 I  -0.000e+000   0.000e+000   1.597e+002  -0.000e+000   3.902e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.597e+002   0.000e+000  -8.889e+001   0.000e+000
  9.920 I  -0.000e+000   0.000e+000   9.377e+001  -0.000e+000   2.835e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.377e+001   0.000e+000   2.203e+000   0.000e+000
  9.940 I  -0.000e+000   0.000e+000   2.903e+001  -0.000e+000   1.791e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.903e+001   0.000e+000   9.199e+001   0.000e+000
  9.960 I  -0.000e+000   0.000e+000  -3.507e+001  -0.000e+000   7.570e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.507e+001   0.000e+000   1.809e+002   0.000e+000
  9.980 I  -0.000e+000   0.000e+000  -9.878e+001  -0.000e+000  -2.720e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.878e+001   0.000e+000   2.691e+002   0.000e+000
 10.000 I  -0.000e+000   0.000e+000  -1.621e+002  -0.000e+000  -1.297e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.621e+002   0.000e+000   3.565e+002   0.000e+000
 10.020 I  -0.000e+000   0.000e+000  -2.250e+002  -0.000e+000  -2.321e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.250e+002   0.000e+000   4.431e+002   0.000e+000
 10.040 I  -0.000e+000   0.000e+000  -2.877e+002  -0.000e+000  -3.344e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.877e+002   0.000e+000   5.286e+002   0.000e+000
 10.060 I  -0.000e+000   0.000e+000  -3.490e+002  -0.000e+000  -4.350e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.490e+002   0.000e+000   6.121e+002   0.000e+000
 10.080 I  -0.000e+000   0.000e+000  -4.078e+002  -0.000e+000  -5.314e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.078e+002   0.000e+000   6.921e+002   0.000e+000
 10.100 I  -0.000e+000   0.000e+000  -4.627e+002  -0.000e+000  -6.211e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.627e+002   0.000e+000   7.669e+002   0.000e+000
 10.120 I  -0.000e+000   0.000e+000  -5.123e+002  -0.000e+000  -7.017e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.123e+002   0.000e+000   8.353e+002   0.000e+000
 10.140 I  -0.000e+000   0.000e+000  -5.556e+002  -0.000e+000  -7.710e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.556e+002   0.000e+000   8.958e+002   0.000e+000
 10.160 I  -0.000e+000   0.000e+000  -5.918e+002  -0.000e+000  -8.276e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.918e+002   0.000e+000   9.476e+002   0.000e+000
 10.180 I  -0.000e+000   0.000e+000  -6.214e+002  -0.000e+000  -8.728e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.214e+002   0.000e+000   9.914e+002   0.000e+000
 10.200 I  -0.000e+000   0.000e+000  -6.456e+002  -0.000e+000  -9.088e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.456e+002   0.000e+000   1.028e+003   0.000e+000
 10.220 I  -0.000e+000   0.000e+000  -6.656e+002  -0.000e+000  -9.376e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.656e+002   0.000e+000   1.059e+003   0.000e+000
 10.240 I  -0.000e+000   0.000e+000  -6.824e+002  -0.000e+000  -9.618e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.824e+002   0.000e+000   1.085e+003   0.000e+000
 10.260 I  -0.000e+000   0.000e+000  -6.968e+002  -0.000e+000  -9.824e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.968e+002   0.000e+000   1.108e+003   0.000e+000
 10.280 I  -0.000e+000   0.000e+000  -7.084e+002  -0.000e+000  -9.991e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.084e+002   0.000e+000   1.126e+003   0.000e+000
 10.300 I  -0.000e+000   0.000e+000  -7.169e+002  -0.000e+000  -1.011e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.169e+002   0.000e+000   1.140e+003   0.000e+000
 10.320 I  -0.000e+000   0.000e+000  -7.227e+002  -0.000e+000  -1.019e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.227e+002   0.000e+000   1.149e+003   0.000e+000
 10.340 I  -0.000e+000   0.000e+000  -7.267e+002  -0.000e+000  -1.025e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.267e+002   0.000e+000   1.155e+003   0.000e+000
 10.360 I  -0.000e+000   0.000e+000  -7.297e+002  -0.000e+000  -1.031e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.297e+002   0.000e+000   1.158e+003   0.000e+000
 10.380 I  -0.000e+000   0.000e+000  -7.319e+002  -0.000e+000  -1.036e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.319e+002   0.000e+000   1.160e+003   0.000e+000
 10.400 I  -0.000e+000   0.000e+000  -7.321e+002  -0.000e+000  -1.039e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.321e+002   0.000e+000   1.158e+003   0.000e+000
 10.420 I  -0.000e+000   0.000e+000  -7.282e+002  -0.000e+000  -1.035e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.282e+002   0.000e+000   1.150e+003   0.000e+000
 10.440 I  -0.000e+000   0.000e+000  -7.190e+002  -0.000e+000  -1.022e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.190e+002   0.000e+000   1.135e+003   0.000e+000
 10.460 I  -0.000e+000   0.000e+000  -7.046e+002  -0.000e+000  -1.000e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.046e+002   0.000e+000   1.113e+003   0.000e+000
 10.480 I  -0.000e+000   0.000e+000  -6.860e+002  -0.000e+000  -9.720e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.860e+002   0.000e+000   1.086e+003   0.000e+000
 10.500 I  -0.000e+000   0.000e+000  -6.641e+002  -0.000e+000  -9.383e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.641e+002   0.000e+000   1.054e+003   0.000e+000
 10.520 I  -0.000e+000   0.000e+000  -6.394e+002  -0.000e+000  -9.005e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.394e+002   0.000e+000   1.018e+003   0.000e+000
 10.540 I  -0.000e+000   0.000e+000  -6.124e+002  -0.000e+000  -8.592e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.124e+002   0.000e+000   9.780e+002   0.000e+000
 10.560 I  -0.000e+000   0.000e+000  -5.831e+002  -0.000e+000  -8.147e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.831e+002   0.000e+000   9.347e+002   0.000e+000
