
 ** MIDAS/Civil Beam Element Time-history Output Data ** 
___________________________________________________________


 单元=     2 梁单元     内力 时程 (局部)      单位体系 ..: m, N
--------------------------------------------- 

  TIME        AXIAL       SHEAR-y      SHEAR-z      TORSION      MOMENT-y     MOMENT-z 
 15.040 I  -0.000e+000   0.000e+000  -4.919e+001  -0.000e+000   4.616e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.919e+001   0.000e+000   1.937e+002   0.000e+000
 15.060 I  -0.000e+000   0.000e+000  -7.796e+001  -0.000e+000  -1.083e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.796e+001   0.000e+000   2.231e+002   0.000e+000
 15.080 I  -0.000e+000   0.000e+000  -1.067e+002  -0.000e+000  -6.792e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.067e+002   0.000e+000   2.521e+002   0.000e+000
 15.100 I  -0.000e+000   0.000e+000  -1.358e+002  -0.000e+000  -1.262e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.358e+002   0.000e+000   2.813e+002   0.000e+000
 15.120 I  -0.000e+000   0.000e+000  -1.655e+002  -0.000e+000  -1.859e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.655e+002   0.000e+000   3.107e+002   0.000e+000
 15.140 I  -0.000e+000   0.000e+000  -1.952e+002  -0.000e+000  -2.458e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.952e+002   0.000e+000   3.397e+002   0.000e+000
 15.160 I  -0.000e+000   0.000e+000  -2.237e+002  -0.000e+000  -3.039e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.237e+002   0.000e+000   3.671e+002   0.000e+000
 15.180 I  -0.000e+000   0.000e+000  -2.504e+002  -0.000e+000  -3.590e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.504e+002   0.000e+000   3.921e+002   0.000e+000
 15.200 I  -0.000e+000   0.000e+000  -2.753e+002  -0.000e+000  -4.111e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.753e+002   0.000e+000   4.147e+002   0.000e+000
 15.220 I  -0.000e+000   0.000e+000  -2.985e+002  -0.000e+000  -4.605e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.985e+002   0.000e+000   4.351e+002   0.000e+000
 15.240 I  -0.000e+000   0.000e+000  -3.195e+002  -0.000e+000  -5.060e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.195e+002   0.000e+000   4.524e+002   0.000e+000
 15.260 I  -0.000e+000   0.000e+000  -3.371e+002  -0.000e+000  -5.456e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.371e+002   0.000e+000   4.656e+002   0.000e+000
 15.280 I  -0.000e+000   0.000e+000  -3.508e+002  -0.000e+000  -5.782e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.508e+002   0.000e+000   4.741e+002   0.000e+000
 15.300 I  -0.000e+000   0.000e+000  -3.606e+002  -0.000e+000  -6.038e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.606e+002   0.000e+000   4.779e+002   0.000e+000
 15.320 I  -0.000e+000   0.000e+000  -3.667e+002  -0.000e+000  -6.230e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.667e+002   0.000e+000   4.771e+002   0.000e+000
 15.340 I  -0.000e+000   0.000e+000  -3.689e+002  -0.000e+000  -6.351e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.689e+002   0.000e+000   4.716e+002   0.000e+000
 15.360 I  -0.000e+000   0.000e+000  -3.666e+002  -0.000e+000  -6.391e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.666e+002   0.000e+000   4.607e+002   0.000e+000
 15.380 I  -0.000e+000   0.000e+000  -3.597e+002  -0.000e+000  -6.347e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.597e+002   0.000e+000   4.443e+002   0.000e+000
 15.400 I  -0.000e+000   0.000e+000  -3.489e+002  -0.000e+000  -6.233e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.489e+002   0.000e+000   4.233e+002   0.000e+000
 15.420 I  -0.000e+000   0.000e+000  -3.354e+002  -0.000e+000  -6.073e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.354e+002   0.000e+000   3.989e+002   0.000e+000
 15.440 I  -0.000e+000   0.000e+000  -3.204e+002  -0.000e+000  -5.889e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.204e+002   0.000e+000   3.724e+002   0.000e+000
 15.460 I  -0.000e+000   0.000e+000  -3.051e+002  -0.000e+000  -5.704e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.051e+002   0.000e+000   3.451e+002   0.000e+000
 15.480 I  -0.000e+000   0.000e+000  -2.902e+002  -0.000e+000  -5.529e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.902e+002   0.000e+000   3.177e+002   0.000e+000
 15.500 I  -0.000e+000   0.000e+000  -2.751e+002  -0.000e+000  -5.356e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.751e+002   0.000e+000   2.897e+002   0.000e+000
 15.520 I  -0.000e+000   0.000e+000  -2.589e+002  -0.000e+000  -5.165e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.589e+002   0.000e+000   2.602e+002   0.000e+000
 15.540 I  -0.000e+000   0.000e+000  -2.411e+002  -0.000e+000  -4.946e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.411e+002   0.000e+000   2.286e+002   0.000e+000
 15.560 I  -0.000e+000   0.000e+000  -2.217e+002  -0.000e+000  -4.700e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.217e+002   0.000e+000   1.952e+002   0.000e+000
 15.580 I  -0.000e+000   0.000e+000  -2.016e+002  -0.000e+000  -4.441e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.016e+002   0.000e+000   1.606e+002   0.000e+000
 15.600 I  -0.000e+000   0.000e+000  -1.811e+002  -0.000e+000  -4.179e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.811e+002   0.000e+000   1.254e+002   0.000e+000
 15.620 I  -0.000e+000   0.000e+000  -1.610e+002  -0.000e+000  -3.926e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.610e+002   0.000e+000   9.052e+001   0.000e+000
 15.640 I  -0.000e+000   0.000e+000  -1.416e+002  -0.000e+000  -3.688e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.416e+002   0.000e+000   5.618e+001   0.000e+000
 15.660 I  -0.000e+000   0.000e+000  -1.227e+002  -0.000e+000  -3.458e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.227e+002   0.000e+000   2.217e+001   0.000e+000
 15.680 I  -0.000e+000   0.000e+000  -1.036e+002  -0.000e+000  -3.227e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.036e+002   0.000e+000  -1.204e+001   0.000e+000
 15.700 I  -0.000e+000   0.000e+000  -8.379e+001  -0.000e+000  -2.983e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.379e+001   0.000e+000  -4.699e+001   0.000e+000
 15.720 I  -0.000e+000   0.000e+000  -6.310e+001  -0.000e+000  -2.722e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.310e+001   0.000e+000  -8.288e+001   0.000e+000
 15.740 I  -0.000e+000   0.000e+000  -4.187e+001  -0.000e+000  -2.449e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.187e+001   0.000e+000  -1.193e+002   0.000e+000
 15.760 I  -0.000e+000   0.000e+000  -2.071e+001  -0.000e+000  -2.177e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.071e+001   0.000e+000  -1.556e+002   0.000e+000
 15.780 I  -0.000e+000   0.000e+000  -2.701e-001  -0.000e+000  -1.917e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.701e-001   0.000e+000  -1.909e+002   0.000e+000
 15.800 I  -0.000e+000   0.000e+000   1.915e+001  -0.000e+000  -1.676e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.915e+001   0.000e+000  -2.250e+002   0.000e+000
 15.820 I  -0.000e+000   0.000e+000   3.792e+001  -0.000e+000  -1.444e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.792e+001   0.000e+000  -2.582e+002   0.000e+000
 15.840 I  -0.000e+000   0.000e+000   5.655e+001  -0.000e+000  -1.214e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.655e+001   0.000e+000  -2.910e+002   0.000e+000
 15.860 I  -0.000e+000   0.000e+000   7.545e+001  -0.000e+000  -9.747e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   7.545e+001   0.000e+000  -3.238e+002   0.000e+000
 15.880 I  -0.000e+000   0.000e+000   9.525e+001  -0.000e+000  -7.150e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   9.525e+001   0.000e+000  -3.573e+002   0.000e+000
 15.900 I  -0.000e+000   0.000e+000   1.162e+002  -0.000e+000  -4.289e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.162e+002   0.000e+000  -3.916e+002   0.000e+000
 15.920 I  -0.000e+000   0.000e+000   1.375e+002  -0.000e+000  -1.335e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.375e+002   0.000e+000  -4.258e+002   0.000e+000
 15.940 I  -0.000e+000   0.000e+000   1.575e+002  -0.000e+000   1.432e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.575e+002   0.000e+000  -4.583e+002   0.000e+000
 15.960 I  -0.000e+000   0.000e+000   1.750e+002  -0.000e+000   3.732e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.750e+002   0.000e+000  -4.876e+002   0.000e+000
 15.980 I  -0.000e+000   0.000e+000   1.889e+002  -0.000e+000   5.415e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.889e+002   0.000e+000  -5.127e+002   0.000e+000
 16.000 I  -0.000e+000   0.000e+000   2.000e+002  -0.000e+000   6.576e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.000e+002   0.000e+000  -5.341e+002   0.000e+000
 16.020 I  -0.000e+000   0.000e+000   2.092e+002  -0.000e+000   7.438e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.092e+002   0.000e+000  -5.531e+002   0.000e+000
 16.040 I  -0.000e+000   0.000e+000   2.177e+002  -0.000e+000   8.222e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.177e+002   0.000e+000  -5.709e+002   0.000e+000
 16.060 I  -0.000e+000   0.000e+000   2.261e+002  -0.000e+000   9.038e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.261e+002   0.000e+000  -5.879e+002   0.000e+000
 16.080 I  -0.000e+000   0.000e+000   2.341e+002  -0.000e+000   9.835e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.341e+002   0.000e+000  -6.039e+002   0.000e+000
 16.100 I  -0.000e+000   0.000e+000   2.415e+002  -0.000e+000   1.059e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.415e+002   0.000e+000  -6.187e+002   0.000e+000
 16.120 I  -0.000e+000   0.000e+000   2.487e+002  -0.000e+000   1.135e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.487e+002   0.000e+000  -6.326e+002   0.000e+000
 16.140 I  -0.000e+000   0.000e+000   2.557e+002  -0.000e+000   1.213e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.557e+002   0.000e+000  -6.456e+002   0.000e+000
 16.160 I  -0.000e+000   0.000e+000   2.622e+002  -0.000e+000   1.290e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.622e+002   0.000e+000  -6.576e+002   0.000e+000
 16.180 I  -0.000e+000   0.000e+000   2.680e+002  -0.000e+000   1.358e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.680e+002   0.000e+000  -6.681e+002   0.000e+000
 16.200 I  -0.000e+000   0.000e+000   2.727e+002  -0.000e+000   1.413e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.727e+002   0.000e+000  -6.769e+002   0.000e+000
 16.220 I  -0.000e+000   0.000e+000   2.765e+002  -0.000e+000   1.455e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.765e+002   0.000e+000  -6.839e+002   0.000e+000
 16.240 I  -0.000e+000   0.000e+000   2.791e+002  -0.000e+000   1.482e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.791e+002   0.000e+000  -6.890e+002   0.000e+000
 16.260 I  -0.000e+000   0.000e+000   2.798e+002  -0.000e+000   1.478e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.798e+002   0.000e+000  -6.915e+002   0.000e+000
 16.280 I  -0.000e+000   0.000e+000   2.780e+002  -0.000e+000   1.433e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.780e+002   0.000e+000  -6.907e+002   0.000e+000
 16.300 I  -0.000e+000   0.000e+000   2.738e+002  -0.000e+000   1.347e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.738e+002   0.000e+000  -6.866e+002   0.000e+000
 16.320 I  -0.000e+000   0.000e+000   2.675e+002  -0.000e+000   1.229e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.675e+002   0.000e+000  -6.797e+002   0.000e+000
 16.340 I  -0.000e+000   0.000e+000   2.598e+002  -0.000e+000   1.088e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.598e+002   0.000e+000  -6.707e+002   0.000e+000
 16.360 I  -0.000e+000   0.000e+000   2.512e+002  -0.000e+000   9.358e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.512e+002   0.000e+000  -6.600e+002   0.000e+000
 16.380 I  -0.000e+000   0.000e+000   2.418e+002  -0.000e+000   7.742e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.418e+002   0.000e+000  -6.480e+002   0.000e+000
 16.400 I  -0.000e+000   0.000e+000   2.311e+002  -0.000e+000   5.932e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.311e+002   0.000e+000  -6.339e+002   0.000e+000
 16.420 I  -0.000e+000   0.000e+000   2.184e+002  -0.000e+000   3.806e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.184e+002   0.000e+000  -6.173e+002   0.000e+000
 16.440 I  -0.000e+000   0.000e+000   2.038e+002  -0.000e+000   1.341e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.038e+002   0.000e+000  -5.980e+002   0.000e+000
 16.460 I  -0.000e+000   0.000e+000   1.873e+002  -0.000e+000  -1.439e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.873e+002   0.000e+000  -5.762e+002   0.000e+000
 16.480 I  -0.000e+000   0.000e+000   1.691e+002  -0.000e+000  -4.496e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.691e+002   0.000e+000  -5.521e+002   0.000e+000
 16.500 I  -0.000e+000   0.000e+000   1.495e+002  -0.000e+000  -7.769e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.495e+002   0.000e+000  -5.262e+002   0.000e+000
 16.520 I  -0.000e+000   0.000e+000   1.290e+002  -0.000e+000  -1.119e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.290e+002   0.000e+000  -4.989e+002   0.000e+000
 16.540 I  -0.000e+000   0.000e+000   1.079e+002  -0.000e+000  -1.469e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.079e+002   0.000e+000  -4.706e+002   0.000e+000
 16.560 I  -0.000e+000   0.000e+000   8.653e+001  -0.000e+000  -1.821e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.653e+001   0.000e+000  -4.417e+002   0.000e+000
 16.580 I  -0.000e+000   0.000e+000   6.500e+001  -0.000e+000  -2.173e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.500e+001   0.000e+000  -4.123e+002   0.000e+000
 16.600 I  -0.000e+000   0.000e+000   4.342e+001  -0.000e+000  -2.523e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.342e+001   0.000e+000  -3.826e+002   0.000e+000
 16.620 I  -0.000e+000   0.000e+000   2.275e+001  -0.000e+000  -2.854e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.275e+001   0.000e+000  -3.537e+002   0.000e+000
 16.640 I  -0.000e+000   0.000e+000   4.504e+000  -0.000e+000  -3.136e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.504e+000   0.000e+000  -3.271e+002   0.000e+000
 16.660 I  -0.000e+000   0.000e+000  -1.038e+001  -0.000e+000  -3.351e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.038e+001   0.000e+000  -3.040e+002   0.000e+000
 16.680 I  -0.000e+000   0.000e+000  -2.209e+001  -0.000e+000  -3.504e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.209e+001   0.000e+000  -2.841e+002   0.000e+000
 16.700 I  -0.000e+000   0.000e+000  -3.141e+001  -0.000e+000  -3.608e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.141e+001   0.000e+000  -2.666e+002   0.000e+000
 16.720 I  -0.000e+000   0.000e+000  -3.909e+001  -0.000e+000  -3.680e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.909e+001   0.000e+000  -2.508e+002   0.000e+000
 16.740 I  -0.000e+000   0.000e+000  -4.592e+001  -0.000e+000  -3.735e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.592e+001   0.000e+000  -2.358e+002   0.000e+000
 16.760 I  -0.000e+000   0.000e+000  -5.249e+001  -0.000e+000  -3.785e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.249e+001   0.000e+000  -2.210e+002   0.000e+000
 16.780 I  -0.000e+000   0.000e+000  -5.905e+001  -0.000e+000  -3.833e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.905e+001   0.000e+000  -2.062e+002   0.000e+000
 16.800 I  -0.000e+000   0.000e+000  -6.565e+001  -0.000e+000  -3.882e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.565e+001   0.000e+000  -1.913e+002   0.000e+000
 16.820 I  -0.000e+000   0.000e+000  -7.228e+001  -0.000e+000  -3.932e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.228e+001   0.000e+000  -1.763e+002   0.000e+000
 16.840 I  -0.000e+000   0.000e+000  -7.863e+001  -0.000e+000  -3.976e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.863e+001   0.000e+000  -1.617e+002   0.000e+000
 16.860 I  -0.000e+000   0.000e+000  -8.410e+001  -0.000e+000  -4.003e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.410e+001   0.000e+000  -1.480e+002   0.000e+000
 16.880 I  -0.000e+000   0.000e+000  -8.835e+001  -0.000e+000  -4.006e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.835e+001   0.000e+000  -1.356e+002   0.000e+000
 16.900 I  -0.000e+000   0.000e+000  -9.166e+001  -0.000e+000  -3.992e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.166e+001   0.000e+000  -1.242e+002   0.000e+000
 16.920 I  -0.000e+000   0.000e+000  -9.471e+001  -0.000e+000  -3.973e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.471e+001   0.000e+000  -1.132e+002   0.000e+000
 16.940 I  -0.000e+000   0.000e+000  -9.812e+001  -0.000e+000  -3.962e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.812e+001   0.000e+000  -1.019e+002   0.000e+000
 16.960 I  -0.000e+000   0.000e+000  -1.025e+002  -0.000e+000  -3.971e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.025e+002   0.000e+000  -8.949e+001   0.000e+000
 16.980 I  -0.000e+000   0.000e+000  -1.083e+002  -0.000e+000  -4.007e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.083e+002   0.000e+000  -7.576e+001   0.000e+000
 17.000 I  -0.000e+000   0.000e+000  -1.153e+002  -0.000e+000  -4.067e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.153e+002   0.000e+000  -6.089e+001   0.000e+000
 17.020 I  -0.000e+000   0.000e+000  -1.229e+002  -0.000e+000  -4.142e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.229e+002   0.000e+000  -4.538e+001   0.000e+000
 17.040 I  -0.000e+000   0.000e+000  -1.306e+002  -0.000e+000  -4.218e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.306e+002   0.000e+000  -2.999e+001   0.000e+000
 17.060 I  -0.000e+000   0.000e+000  -1.379e+002  -0.000e+000  -4.288e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.379e+002   0.000e+000  -1.515e+001   0.000e+000
 17.080 I  -0.000e+000   0.000e+000  -1.452e+002  -0.000e+000  -4.360e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.452e+002   0.000e+000  -4.417e-001   0.000e+000
 17.100 I  -0.000e+000   0.000e+000  -1.527e+002  -0.000e+000  -4.438e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.527e+002   0.000e+000   1.435e+001   0.000e+000
 17.120 I  -0.000e+000   0.000e+000  -1.603e+002  -0.000e+000  -4.519e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.603e+002   0.000e+000   2.898e+001   0.000e+000
 17.140 I  -0.000e+000   0.000e+000  -1.677e+002  -0.000e+000  -4.599e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.677e+002   0.000e+000   4.330e+001   0.000e+000
 17.160 I  -0.000e+000   0.000e+000  -1.752e+002  -0.000e+000  -4.681e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.752e+002   0.000e+000   5.737e+001   0.000e+000
 17.180 I  -0.000e+000   0.000e+000  -1.827e+002  -0.000e+000  -4.768e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.827e+002   0.000e+000   7.134e+001   0.000e+000
 17.200 I  -0.000e+000   0.000e+000  -1.906e+002  -0.000e+000  -4.863e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.906e+002   0.000e+000   8.537e+001   0.000e+000
 17.220 I  -0.000e+000   0.000e+000  -1.987e+002  -0.000e+000  -4.967e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.987e+002   0.000e+000   9.949e+001   0.000e+000
 17.240 I  -0.000e+000   0.000e+000  -2.072e+002  -0.000e+000  -5.079e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.072e+002   0.000e+000   1.136e+002   0.000e+000
 17.260 I  -0.000e+000   0.000e+000  -2.156e+002  -0.000e+000  -5.194e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.156e+002   0.000e+000   1.274e+002   0.000e+000
 17.280 I  -0.000e+000   0.000e+000  -2.239e+002  -0.000e+000  -5.309e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.239e+002   0.000e+000   1.408e+002   0.000e+000
 17.300 I  -0.000e+000   0.000e+000  -2.318e+002  -0.000e+000  -5.420e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.318e+002   0.000e+000   1.534e+002   0.000e+000
 17.320 I  -0.000e+000   0.000e+000  -2.390e+002  -0.000e+000  -5.520e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.390e+002   0.000e+000   1.649e+002   0.000e+000
 17.340 I  -0.000e+000   0.000e+000  -2.447e+002  -0.000e+000  -5.595e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.447e+002   0.000e+000   1.746e+002   0.000e+000
 17.360 I  -0.000e+000   0.000e+000  -2.481e+002  -0.000e+000  -5.628e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.481e+002   0.000e+000   1.814e+002   0.000e+000
 17.380 I  -0.000e+000   0.000e+000  -2.482e+002  -0.000e+000  -5.602e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.482e+002   0.000e+000   1.845e+002   0.000e+000
 17.400 I  -0.000e+000   0.000e+000  -2.444e+002  -0.000e+000  -5.502e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.444e+002   0.000e+000   1.829e+002   0.000e+000
 17.420 I  -0.000e+000   0.000e+000  -2.360e+002  -0.000e+000  -5.318e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.360e+002   0.000e+000   1.762e+002   0.000e+000
 17.440 I  -0.000e+000   0.000e+000  -2.235e+002  -0.000e+000  -5.057e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.235e+002   0.000e+000   1.649e+002   0.000e+000
 17.460 I  -0.000e+000   0.000e+000  -2.077e+002  -0.000e+000  -4.733e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.077e+002   0.000e+000   1.497e+002   0.000e+000
 17.480 I  -0.000e+000   0.000e+000  -1.892e+002  -0.000e+000  -4.361e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.892e+002   0.000e+000   1.314e+002   0.000e+000
 17.500 I  -0.000e+000   0.000e+000  -1.688e+002  -0.000e+000  -3.955e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.688e+002   0.000e+000   1.110e+002   0.000e+000
 17.520 I  -0.000e+000   0.000e+000  -1.473e+002  -0.000e+000  -3.529e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.473e+002   0.000e+000   8.911e+001   0.000e+000
 17.540 I  -0.000e+000   0.000e+000  -1.253e+002  -0.000e+000  -3.094e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.253e+002   0.000e+000   6.653e+001   0.000e+000
 17.560 I  -0.000e+000   0.000e+000  -1.029e+002  -0.000e+000  -2.654e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.029e+002   0.000e+000   4.345e+001   0.000e+000
 17.580 I  -0.000e+000   0.000e+000  -8.021e+001  -0.000e+000  -2.207e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.021e+001   0.000e+000   1.988e+001   0.000e+000
 17.600 I  -0.000e+000   0.000e+000  -5.708e+001  -0.000e+000  -1.754e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.708e+001   0.000e+000  -4.157e+000   0.000e+000
 17.620 I  -0.000e+000   0.000e+000  -3.355e+001  -0.000e+000  -1.293e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.355e+001   0.000e+000  -2.864e+001   0.000e+000
 17.640 I  -0.000e+000   0.000e+000  -9.631e+000  -0.000e+000  -8.241e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.631e+000   0.000e+000  -5.352e+001   0.000e+000
 17.660 I  -0.000e+000   0.000e+000   1.464e+001  -0.000e+000  -3.479e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.464e+001   0.000e+000  -7.871e+001   0.000e+000
 17.680 I  -0.000e+000   0.000e+000   3.922e+001  -0.000e+000   1.351e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.922e+001   0.000e+000  -1.041e+002   0.000e+000
 17.700 I  -0.000e+000   0.000e+000   6.405e+001  -0.000e+000   6.244e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   6.405e+001   0.000e+000  -1.297e+002   0.000e+000
 17.720 I  -0.000e+000   0.000e+000   8.895e+001  -0.000e+000   1.117e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.895e+001   0.000e+000  -1.552e+002   0.000e+000
 17.740 I  -0.000e+000   0.000e+000   1.135e+002  -0.000e+000   1.605e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.135e+002   0.000e+000  -1.801e+002   0.000e+000
 17.760 I  -0.000e+000   0.000e+000   1.371e+002  -0.000e+000   2.077e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.371e+002   0.000e+000  -2.037e+002   0.000e+000
 17.780 I  -0.000e+000   0.000e+000   1.595e+002  -0.000e+000   2.527e+002  -0.000e+000
