
 ** MIDAS/Civil Time-history Output Data ** 
_____________________________________________


 节点 =     2        位移 时程       单位体系 ..: m, N
----------------------------------- 

  TIME        DX           DY           DZ           RX           RY           RZ 
 29.900   1.380e-001   0.000e+000   0.000e+000   0.000e+000   6.857e-002   0.000e+000
 29.920   1.384e-001   0.000e+000   0.000e+000   0.000e+000   6.881e-002   0.000e+000
 29.940   1.389e-001   0.000e+000   0.000e+000   0.000e+000   6.904e-002   0.000e+000
 29.960   1.393e-001   0.000e+000   0.000e+000   0.000e+000   6.925e-002   0.000e+000
 29.980   1.397e-001   0.000e+000   0.000e+000   0.000e+000   6.945e-002   0.000e+000
 30.000   1.401e-001   0.000e+000   0.000e+000   0.000e+000   6.964e-002   0.000e+000
 30.020   1.405e-001   0.000e+000   0.000e+000   0.000e+000   6.981e-002   0.000e+000
 30.040   1.408e-001   0.000e+000   0.000e+000   0.000e+000   6.998e-002   0.000e+000
 30.060   1.411e-001   0.000e+000   0.000e+000   0.000e+000   7.013e-002   0.000e+000
 30.080   1.414e-001   0.000e+000   0.000e+000   0.000e+000   7.027e-002   0.000e+000
 30.100   1.416e-001   0.000e+000   0.000e+000   0.000e+000   7.040e-002   0.000e+000
 30.120   1.419e-001   0.000e+000   0.000e+000   0.000e+000   7.052e-002   0.000e+000
 30.140   1.421e-001   0.000e+000   0.000e+000   0.000e+000   7.062e-002   0.000e+000
 30.160   1.423e-001   0.000e+000   0.000e+000   0.000e+000   7.071e-002   0.000e+000
 30.180   1.424e-001   0.000e+000   0.000e+000   0.000e+000   7.080e-002   0.000e+000
 30.200   1.426e-001   0.000e+000   0.000e+000   0.000e+000   7.087e-002   0.000e+000
 30.220   1.427e-001   0.000e+000   0.000e+000   0.000e+000   7.093e-002   0.000e+000
 30.240   1.428e-001   0.000e+000   0.000e+000   0.000e+000   7.097e-002   0.000e+000
 30.260   1.429e-001   0.000e+000   0.000e+000   0.000e+000   7.101e-002   0.000e+000
 30.280   1.429e-001   0.000e+000   0.000e+000   0.000e+000   7.104e-002   0.000e+000
 30.300   1.430e-001   0.000e+000   0.000e+000   0.000e+000   7.105e-002   0.000e+000
 30.320   1.430e-001   0.000e+000   0.000e+000   0.000e+000   7.106e-002   0.000e+000
 30.340   1.430e-001   0.000e+000   0.000e+000   0.000e+000   7.105e-002   0.000e+000
 30.360   1.429e-001   0.000e+000   0.000e+000   0.000e+000   7.103e-002   0.000e+000
 30.380   1.429e-001   0.000e+000   0.000e+000   0.000e+000   7.101e-002   0.000e+000
 30.400   1.428e-001   0.000e+000   0.000e+000   0.000e+000   7.097e-002   0.000e+000
 30.420   1.427e-001   0.000e+000   0.000e+000   0.000e+000   7.092e-002   0.000e+000
 30.440   1.426e-001   0.000e+000   0.000e+000   0.000e+000   7.086e-002   0.000e+000
 30.460   1.424e-001   0.000e+000   0.000e+000   0.000e+000   7.079e-002   0.000e+000
 30.480   1.423e-001   0.000e+000   0.000e+000   0.000e+000   7.071e-002   0.000e+000
 30.500   1.421e-001   0.000e+000   0.000e+000   0.000e+000   7.063e-002   0.000e+000
 30.520   1.419e-001   0.000e+000   0.000e+000   0.000e+000   7.053e-002   0.000e+000
 30.540   1.417e-001   0.000e+000   0.000e+000   0.000e+000   7.042e-002   0.000e+000
 30.560   1.414e-001   0.000e+000   0.000e+000   0.000e+000   7.030e-002   0.000e+000
 30.580   1.412e-001   0.000e+000   0.000e+000   0.000e+000   7.018e-002   0.000e+000
 30.600   1.409e-001   0.000e+000   0.000e+000   0.000e+000   7.004e-002   0.000e+000
 30.620   1.406e-001   0.000e+000   0.000e+000   0.000e+000   6.989e-002   0.000e+000
 30.640   1.403e-001   0.000e+000   0.000e+000   0.000e+000   6.974e-002   0.000e+000
 30.660   1.400e-001   0.000e+000   0.000e+000   0.000e+000   6.957e-002   0.000e+000
 30.680   1.396e-001   0.000e+000   0.000e+000   0.000e+000   6.940e-002   0.000e+000
 30.700   1.393e-001   0.000e+000   0.000e+000   0.000e+000   6.922e-002   0.000e+000
 30.720   1.389e-001   0.000e+000   0.000e+000   0.000e+000   6.903e-002   0.000e+000
 30.740   1.385e-001   0.000e+000   0.000e+000   0.000e+000   6.883e-002   0.000e+000
 30.760   1.381e-001   0.000e+000   0.000e+000   0.000e+000   6.862e-002   0.000e+000
 30.780   1.376e-001   0.000e+000   0.000e+000   0.000e+000   6.841e-002   0.000e+000
 30.800   1.372e-001   0.000e+000   0.000e+000   0.000e+000   6.818e-002   0.000e+000
 30.820   1.367e-001   0.000e+000   0.000e+000   0.000e+000   6.795e-002   0.000e+000
 30.840   1.362e-001   0.000e+000   0.000e+000   0.000e+000   6.771e-002   0.000e+000
 30.860   1.357e-001   0.000e+000   0.000e+000   0.000e+000   6.746e-002   0.000e+000
 30.880   1.352e-001   0.000e+000   0.000e+000   0.000e+000   6.721e-002   0.000e+000
 30.900   1.347e-001   0.000e+000   0.000e+000   0.000e+000   6.695e-002   0.000e+000
 30.920   1.341e-001   0.000e+000   0.000e+000   0.000e+000   6.667e-002   0.000e+000
 30.940   1.336e-001   0.000e+000   0.000e+000   0.000e+000   6.640e-002   0.000e+000
 30.960   1.330e-001   0.000e+000   0.000e+000   0.000e+000   6.611e-002   0.000e+000
 30.980   1.324e-001   0.000e+000   0.000e+000   0.000e+000   6.582e-002   0.000e+000
 31.000   1.318e-001   0.000e+000   0.000e+000   0.000e+000   6.552e-002   0.000e+000
 31.020   1.312e-001   0.000e+000   0.000e+000   0.000e+000   6.521e-002   0.000e+000
 31.040   1.306e-001   0.000e+000   0.000e+000   0.000e+000   6.490e-002   0.000e+000
 31.060   1.299e-001   0.000e+000   0.000e+000   0.000e+000   6.458e-002   0.000e+000
 31.080   1.293e-001   0.000e+000   0.000e+000   0.000e+000   6.425e-002   0.000e+000
 31.100   1.286e-001   0.000e+000   0.000e+000   0.000e+000   6.392e-002   0.000e+000
 31.120   1.279e-001   0.000e+000   0.000e+000   0.000e+000   6.358e-002   0.000e+000
 31.140   1.272e-001   0.000e+000   0.000e+000   0.000e+000   6.323e-002   0.000e+000
 31.160   1.265e-001   0.000e+000   0.000e+000   0.000e+000   6.288e-002   0.000e+000
 31.180   1.258e-001   0.000e+000   0.000e+000   0.000e+000   6.253e-002   0.000e+000
 31.200   1.251e-001   0.000e+000   0.000e+000   0.000e+000   6.216e-002   0.000e+000
 31.220   1.243e-001   0.000e+000   0.000e+000   0.000e+000   6.179e-002   0.000e+000
 31.240   1.236e-001   0.000e+000   0.000e+000   0.000e+000   6.142e-002   0.000e+000
 31.260   1.228e-001   0.000e+000   0.000e+000   0.000e+000   6.104e-002   0.000e+000
 31.280   1.220e-001   0.000e+000   0.000e+000   0.000e+000   6.065e-002   0.000e+000
 31.300   1.212e-001   0.000e+000   0.000e+000   0.000e+000   6.026e-002   0.000e+000
 31.320   1.204e-001   0.000e+000   0.000e+000   0.000e+000   5.986e-002   0.000e+000
 31.340   1.196e-001   0.000e+000   0.000e+000   0.000e+000   5.946e-002   0.000e+000
 31.360   1.188e-001   0.000e+000   0.000e+000   0.000e+000   5.905e-002   0.000e+000
 31.380   1.180e-001   0.000e+000   0.000e+000   0.000e+000   5.864e-002   0.000e+000
 31.400   1.171e-001   0.000e+000   0.000e+000   0.000e+000   5.822e-002   0.000e+000
 31.420   1.163e-001   0.000e+000   0.000e+000   0.000e+000   5.779e-002   0.000e+000
 31.440   1.154e-001   0.000e+000   0.000e+000   0.000e+000   5.736e-002   0.000e+000
 31.460   1.145e-001   0.000e+000   0.000e+000   0.000e+000   5.693e-002   0.000e+000
 31.480   1.137e-001   0.000e+000   0.000e+000   0.000e+000   5.649e-002   0.000e+000
 31.500   1.128e-001   0.000e+000   0.000e+000   0.000e+000   5.604e-002   0.000e+000
 31.520   1.119e-001   0.000e+000   0.000e+000   0.000e+000   5.559e-002   0.000e+000
 31.540   1.109e-001   0.000e+000   0.000e+000   0.000e+000   5.514e-002   0.000e+000
 31.560   1.100e-001   0.000e+000   0.000e+000   0.000e+000   5.467e-002   0.000e+000
 31.580   1.091e-001   0.000e+000   0.000e+000   0.000e+000   5.421e-002   0.000e+000
 31.600   1.081e-001   0.000e+000   0.000e+000   0.000e+000   5.374e-002   0.000e+000
 31.620   1.072e-001   0.000e+000   0.000e+000   0.000e+000   5.326e-002   0.000e+000
 31.640   1.062e-001   0.000e+000   0.000e+000   0.000e+000   5.278e-002   0.000e+000
 31.660   1.052e-001   0.000e+000   0.000e+000   0.000e+000   5.230e-002   0.000e+000
 31.680   1.042e-001   0.000e+000   0.000e+000   0.000e+000   5.181e-002   0.000e+000
 31.700   1.032e-001   0.000e+000   0.000e+000   0.000e+000   5.131e-002   0.000e+000
 31.720   1.022e-001   0.000e+000   0.000e+000   0.000e+000   5.081e-002   0.000e+000
 31.740   1.012e-001   0.000e+000   0.000e+000   0.000e+000   5.031e-002   0.000e+000
 31.760   1.002e-001   0.000e+000   0.000e+000   0.000e+000   4.980e-002   0.000e+000
 31.780   9.917e-002   0.000e+000   0.000e+000   0.000e+000   4.929e-002   0.000e+000
 31.800   9.813e-002   0.000e+000   0.000e+000   0.000e+000   4.877e-002   0.000e+000
 31.820   9.708e-002   0.000e+000   0.000e+000   0.000e+000   4.825e-002   0.000e+000
 31.840   9.602e-002   0.000e+000   0.000e+000   0.000e+000   4.772e-002   0.000e+000
 31.860   9.495e-002   0.000e+000   0.000e+000   0.000e+000   4.719e-002   0.000e+000
 31.880   9.388e-002   0.000e+000   0.000e+000   0.000e+000   4.666e-002   0.000e+000
 31.900   9.280e-002   0.000e+000   0.000e+000   0.000e+000   4.612e-002   0.000e+000
 31.920   9.171e-002   0.000e+000   0.000e+000   0.000e+000   4.558e-002   0.000e+000
 31.940   9.061e-002   0.000e+000   0.000e+000   0.000e+000   4.503e-002   0.000e+000
 31.960   8.950e-002   0.000e+000   0.000e+000   0.000e+000   4.448e-002   0.000e+000
 31.980   8.839e-002   0.000e+000   0.000e+000   0.000e+000   4.393e-002   0.000e+000
 32.000   8.726e-002   0.000e+000   0.000e+000   0.000e+000   4.337e-002   0.000e+000

-------  -----------  -----------  -----------  -----------  -----------  ----------- 

Maximum   1.430e-001   0.000e+000   0.000e+000   0.000e+000   7.106e-002   0.000e+000
At Time       30.320        0.020        0.020        0.020       30.320        0.020
Minimum  -1.631e-001   0.000e+000   0.000e+000   0.000e+000  -8.105e-002   0.000e+000
At Time       10.660        0.020        0.020        0.020       10.660        0.020



---------------------------------------------- 
 选择节点位移的最大值/最小值       单位体系..: m, N
---------------------------------------------- 

  TIME        DX           DY           DZ           RX           RY           RZ 
-------  -----------  -----------  -----------  -----------  -----------  ----------- 

Maximum   1.430e-001   0.000e+000   0.000e+000   0.000e+000   7.106e-002   0.000e+000
At Time       30.320        0.020        0.020        0.020       30.320        0.020
Node               2            2            2            2            2            2
-------  -----------  -----------  -----------  -----------  -----------  ----------- 
Minimum  -1.631e-001   0.000e+000   0.000e+000   0.000e+000  -8.105e-002   0.000e+000
At Time       10.660        0.020        0.020        0.020       10.660        0.020
Node               2            2            2            2            2            2


