
 ** MIDAS/Civil Beam Element Time-history Output Data ** 
___________________________________________________________


 单元=     1 梁单元     内力 时程 (局部)      单位体系 ..: m, N
--------------------------------------------- 

  TIME        AXIAL       SHEAR-y      SHEAR-z      TORSION      MOMENT-y     MOMENT-z 
  6.660 I  -0.000e+000   0.000e+000   1.019e+002  -0.000e+000   1.735e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.019e+002   0.000e+000  -1.322e+002   0.000e+000
  6.680 I  -0.000e+000   0.000e+000   1.936e+002  -0.000e+000   3.104e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.936e+002   0.000e+000  -2.703e+002   0.000e+000
  6.700 I  -0.000e+000   0.000e+000   2.831e+002  -0.000e+000   4.441e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.831e+002   0.000e+000  -4.052e+002   0.000e+000
  6.720 I  -0.000e+000   0.000e+000   3.706e+002  -0.000e+000   5.749e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.706e+002   0.000e+000  -5.369e+002   0.000e+000
  6.740 I  -0.000e+000   0.000e+000   4.560e+002  -0.000e+000   7.027e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.560e+002   0.000e+000  -6.653e+002   0.000e+000
  6.760 I  -0.000e+000   0.000e+000   5.386e+002  -0.000e+000   8.265e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.386e+002   0.000e+000  -7.894e+002   0.000e+000
  6.780 I  -0.000e+000   0.000e+000   6.180e+002  -0.000e+000   9.457e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.180e+002   0.000e+000  -9.084e+002   0.000e+000
  6.800 I  -0.000e+000   0.000e+000   6.938e+002  -0.000e+000   1.060e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.938e+002   0.000e+000  -1.022e+003   0.000e+000
  6.820 I  -0.000e+000   0.000e+000   7.656e+002  -0.000e+000   1.168e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.656e+002   0.000e+000  -1.129e+003   0.000e+000
  6.840 I  -0.000e+000   0.000e+000   8.322e+002  -0.000e+000   1.269e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.322e+002   0.000e+000  -1.228e+003   0.000e+000
  6.860 I  -0.000e+000   0.000e+000   8.927e+002  -0.000e+000   1.360e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.927e+002   0.000e+000  -1.318e+003   0.000e+000
  6.880 I  -0.000e+000   0.000e+000   9.460e+002  -0.000e+000   1.441e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.460e+002   0.000e+000  -1.397e+003   0.000e+000
  6.900 I  -0.000e+000   0.000e+000   9.909e+002  -0.000e+000   1.510e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.909e+002   0.000e+000  -1.463e+003   0.000e+000
  6.920 I  -0.000e+000   0.000e+000   1.027e+003  -0.000e+000   1.565e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.027e+003   0.000e+000  -1.515e+003   0.000e+000
  6.940 I  -0.000e+000   0.000e+000   1.053e+003  -0.000e+000   1.605e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.053e+003   0.000e+000  -1.553e+003   0.000e+000
  6.960 I  -0.000e+000   0.000e+000   1.070e+003  -0.000e+000   1.632e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.070e+003   0.000e+000  -1.577e+003   0.000e+000
  6.980 I  -0.000e+000   0.000e+000   1.080e+003  -0.000e+000   1.649e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.080e+003   0.000e+000  -1.590e+003   0.000e+000
  7.000 I  -0.000e+000   0.000e+000   1.084e+003  -0.000e+000   1.657e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.084e+003   0.000e+000  -1.594e+003   0.000e+000
  7.020 I  -0.000e+000   0.000e+000   1.083e+003  -0.000e+000   1.659e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.083e+003   0.000e+000  -1.591e+003   0.000e+000
  7.040 I  -0.000e+000   0.000e+000   1.078e+003  -0.000e+000   1.653e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.078e+003   0.000e+000  -1.580e+003   0.000e+000
  7.060 I  -0.000e+000   0.000e+000   1.066e+003  -0.000e+000   1.639e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.066e+003   0.000e+000  -1.560e+003   0.000e+000
  7.080 I  -0.000e+000   0.000e+000   1.049e+003  -0.000e+000   1.617e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.049e+003   0.000e+000  -1.531e+003   0.000e+000
  7.100 I  -0.000e+000   0.000e+000   1.027e+003  -0.000e+000   1.587e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.027e+003   0.000e+000  -1.494e+003   0.000e+000
  7.120 I  -0.000e+000   0.000e+000   1.002e+003  -0.000e+000   1.553e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   1.002e+003   0.000e+000  -1.452e+003   0.000e+000
  7.140 I  -0.000e+000   0.000e+000   9.732e+002  -0.000e+000   1.515e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.732e+002   0.000e+000  -1.405e+003   0.000e+000
  7.160 I  -0.000e+000   0.000e+000   9.404e+002  -0.000e+000   1.470e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.404e+002   0.000e+000  -1.351e+003   0.000e+000
  7.180 I  -0.000e+000   0.000e+000   9.029e+002  -0.000e+000   1.419e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.029e+002   0.000e+000  -1.290e+003   0.000e+000
  7.200 I  -0.000e+000   0.000e+000   8.599e+002  -0.000e+000   1.359e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.599e+002   0.000e+000  -1.221e+003   0.000e+000
  7.220 I  -0.000e+000   0.000e+000   8.113e+002  -0.000e+000   1.291e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.113e+002   0.000e+000  -1.143e+003   0.000e+000
  7.240 I  -0.000e+000   0.000e+000   7.581e+002  -0.000e+000   1.216e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.581e+002   0.000e+000  -1.058e+003   0.000e+000
  7.260 I  -0.000e+000   0.000e+000   7.019e+002  -0.000e+000   1.137e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.019e+002   0.000e+000  -9.687e+002   0.000e+000
  7.280 I  -0.000e+000   0.000e+000   6.436e+002  -0.000e+000   1.055e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   6.436e+002   0.000e+000  -8.760e+002   0.000e+000
  7.300 I  -0.000e+000   0.000e+000   5.836e+002  -0.000e+000   9.702e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.836e+002   0.000e+000  -7.807e+002   0.000e+000
  7.320 I  -0.000e+000   0.000e+000   5.223e+002  -0.000e+000   8.837e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.223e+002   0.000e+000  -6.833e+002   0.000e+000
  7.340 I  -0.000e+000   0.000e+000   4.600e+002  -0.000e+000   7.958e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.600e+002   0.000e+000  -5.843e+002   0.000e+000
  7.360 I  -0.000e+000   0.000e+000   3.968e+002  -0.000e+000   7.064e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.968e+002   0.000e+000  -4.839e+002   0.000e+000
  7.380 I  -0.000e+000   0.000e+000   3.323e+002  -0.000e+000   6.151e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.323e+002   0.000e+000  -3.817e+002   0.000e+000
  7.400 I  -0.000e+000   0.000e+000   2.664e+002  -0.000e+000   5.217e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.664e+002   0.000e+000  -2.775e+002   0.000e+000
  7.420 I  -0.000e+000   0.000e+000   1.993e+002  -0.000e+000   4.261e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.993e+002   0.000e+000  -1.717e+002   0.000e+000
  7.440 I  -0.000e+000   0.000e+000   1.315e+002  -0.000e+000   3.295e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.315e+002   0.000e+000  -6.513e+001   0.000e+000
  7.460 I  -0.000e+000   0.000e+000   6.421e+001  -0.000e+000   2.333e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.421e+001   0.000e+000   4.063e+001   0.000e+000
  7.480 I  -0.000e+000   0.000e+000  -2.217e+000  -0.000e+000   1.382e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.217e+000   0.000e+000   1.449e+002   0.000e+000
  7.500 I  -0.000e+000   0.000e+000  -6.832e+001  -0.000e+000   4.336e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.832e+001   0.000e+000   2.483e+002   0.000e+000
  7.520 I  -0.000e+000   0.000e+000  -1.346e+002  -0.000e+000  -5.213e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.346e+002   0.000e+000   3.516e+002   0.000e+000
  7.540 I  -0.000e+000   0.000e+000  -2.004e+002  -0.000e+000  -1.474e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.004e+002   0.000e+000   4.540e+002   0.000e+000
  7.560 I  -0.000e+000   0.000e+000  -2.647e+002  -0.000e+000  -2.406e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.647e+002   0.000e+000   5.536e+002   0.000e+000
  7.580 I  -0.000e+000   0.000e+000  -3.263e+002  -0.000e+000  -3.302e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.263e+002   0.000e+000   6.489e+002   0.000e+000
  7.600 I  -0.000e+000   0.000e+000  -3.844e+002  -0.000e+000  -4.147e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.844e+002   0.000e+000   7.385e+002   0.000e+000
  7.620 I  -0.000e+000   0.000e+000  -4.386e+002  -0.000e+000  -4.938e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.386e+002   0.000e+000   8.220e+002   0.000e+000
  7.640 I  -0.000e+000   0.000e+000  -4.889e+002  -0.000e+000  -5.674e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.889e+002   0.000e+000   8.993e+002   0.000e+000
  7.660 I  -0.000e+000   0.000e+000  -5.353e+002  -0.000e+000  -6.355e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.353e+002   0.000e+000   9.703e+002   0.000e+000
  7.680 I  -0.000e+000   0.000e+000  -5.778e+002  -0.000e+000  -6.983e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.778e+002   0.000e+000   1.035e+003   0.000e+000
  7.700 I  -0.000e+000   0.000e+000  -6.168e+002  -0.000e+000  -7.563e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.168e+002   0.000e+000   1.094e+003   0.000e+000
  7.720 I  -0.000e+000   0.000e+000  -6.528e+002  -0.000e+000  -8.104e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.528e+002   0.000e+000   1.148e+003   0.000e+000
  7.740 I  -0.000e+000   0.000e+000  -6.860e+002  -0.000e+000  -8.608e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.860e+002   0.000e+000   1.197e+003   0.000e+000
  7.760 I  -0.000e+000   0.000e+000  -7.160e+002  -0.000e+000  -9.069e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.160e+002   0.000e+000   1.241e+003   0.000e+000
  7.780 I  -0.000e+000   0.000e+000  -7.427e+002  -0.000e+000  -9.486e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.427e+002   0.000e+000   1.279e+003   0.000e+000
  7.800 I  -0.000e+000   0.000e+000  -7.665e+002  -0.000e+000  -9.867e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.665e+002   0.000e+000   1.313e+003   0.000e+000
  7.820 I  -0.000e+000   0.000e+000  -7.873e+002  -0.000e+000  -1.021e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.873e+002   0.000e+000   1.341e+003   0.000e+000
  7.840 I  -0.000e+000   0.000e+000  -8.046e+002  -0.000e+000  -1.050e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.046e+002   0.000e+000   1.363e+003   0.000e+000
  7.860 I  -0.000e+000   0.000e+000  -8.175e+002  -0.000e+000  -1.074e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.175e+002   0.000e+000   1.379e+003   0.000e+000
  7.880 I  -0.000e+000   0.000e+000  -8.254e+002  -0.000e+000  -1.090e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.254e+002   0.000e+000   1.386e+003   0.000e+000
  7.900 I  -0.000e+000   0.000e+000  -8.279e+002  -0.000e+000  -1.099e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.279e+002   0.000e+000   1.385e+003   0.000e+000
  7.920 I  -0.000e+000   0.000e+000  -8.244e+002  -0.000e+000  -1.099e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.244e+002   0.000e+000   1.374e+003   0.000e+000
  7.940 I  -0.000e+000   0.000e+000  -8.142e+002  -0.000e+000  -1.089e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.142e+002   0.000e+000   1.353e+003   0.000e+000
  7.960 I  -0.000e+000   0.000e+000  -7.971e+002  -0.000e+000  -1.070e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.971e+002   0.000e+000   1.322e+003   0.000e+000
  7.980 I  -0.000e+000   0.000e+000  -7.730e+002  -0.000e+000  -1.040e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.730e+002   0.000e+000   1.279e+003   0.000e+000
  8.000 I  -0.000e+000   0.000e+000  -7.428e+002  -0.000e+000  -1.001e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.428e+002   0.000e+000   1.227e+003   0.000e+000
  8.020 I  -0.000e+000   0.000e+000  -7.081e+002  -0.000e+000  -9.559e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.081e+002   0.000e+000   1.168e+003   0.000e+000
  8.040 I  -0.000e+000   0.000e+000  -6.697e+002  -0.000e+000  -9.056e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.697e+002   0.000e+000   1.103e+003   0.000e+000
  8.060 I  -0.000e+000   0.000e+000  -6.273e+002  -0.000e+000  -8.496e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.273e+002   0.000e+000   1.032e+003   0.000e+000
  8.080 I  -0.000e+000   0.000e+000  -5.802e+002  -0.000e+000  -7.867e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.802e+002   0.000e+000   9.539e+002   0.000e+000
  8.100 I  -0.000e+000   0.000e+000  -5.276e+002  -0.000e+000  -7.158e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.276e+002   0.000e+000   8.672e+002   0.000e+000
  8.120 I  -0.000e+000   0.000e+000  -4.693e+002  -0.000e+000  -6.362e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.693e+002   0.000e+000   7.717e+002   0.000e+000
  8.140 I  -0.000e+000   0.000e+000  -4.057e+002  -0.000e+000  -5.488e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.057e+002   0.000e+000   6.684e+002   0.000e+000
  8.160 I  -0.000e+000   0.000e+000  -3.379e+002  -0.000e+000  -4.549e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.379e+002   0.000e+000   5.586e+002   0.000e+000
  8.180 I  -0.000e+000   0.000e+000  -2.666e+002  -0.000e+000  -3.560e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.666e+002   0.000e+000   4.438e+002   0.000e+000
  8.200 I  -0.000e+000   0.000e+000  -1.926e+002  -0.000e+000  -2.530e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.926e+002   0.000e+000   3.248e+002   0.000e+000
  8.220 I  -0.000e+000   0.000e+000  -1.164e+002  -0.000e+000  -1.467e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.164e+002   0.000e+000   2.026e+002   0.000e+000
  8.240 I  -0.000e+000   0.000e+000  -3.856e+001  -0.000e+000  -3.775e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.856e+001   0.000e+000   7.792e+001   0.000e+000
  8.260 I  -0.000e+000   0.000e+000   4.050e+001  -0.000e+000   7.309e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.050e+001   0.000e+000  -4.842e+001   0.000e+000
  8.280 I  -0.000e+000   0.000e+000   1.204e+002  -0.000e+000   1.853e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.204e+002   0.000e+000  -1.758e+002   0.000e+000
  8.300 I  -0.000e+000   0.000e+000   2.003e+002  -0.000e+000   2.978e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.003e+002   0.000e+000  -3.032e+002   0.000e+000
  8.320 I  -0.000e+000   0.000e+000   2.791e+002  -0.000e+000   4.087e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.791e+002   0.000e+000  -4.286e+002   0.000e+000
  8.340 I  -0.000e+000   0.000e+000   3.552e+002  -0.000e+000   5.157e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.552e+002   0.000e+000  -5.499e+002   0.000e+000
  8.360 I  -0.000e+000   0.000e+000   4.274e+002  -0.000e+000   6.169e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.274e+002   0.000e+000  -6.653e+002   0.000e+000
  8.380 I  -0.000e+000   0.000e+000   4.950e+002  -0.000e+000   7.114e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.950e+002   0.000e+000  -7.737e+002   0.000e+000
  8.400 I  -0.000e+000   0.000e+000   5.577e+002  -0.000e+000   7.987e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.577e+002   0.000e+000  -8.745e+002   0.000e+000
  8.420 I  -0.000e+000   0.000e+000   6.152e+002  -0.000e+000   8.782e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.152e+002   0.000e+000  -9.672e+002   0.000e+000
  8.440 I  -0.000e+000   0.000e+000   6.672e+002  -0.000e+000   9.498e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.672e+002   0.000e+000  -1.052e+003   0.000e+000
  8.460 I  -0.000e+000   0.000e+000   7.138e+002  -0.000e+000   1.014e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.138e+002   0.000e+000  -1.128e+003   0.000e+000
  8.480 I  -0.000e+000   0.000e+000   7.550e+002  -0.000e+000   1.070e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.550e+002   0.000e+000  -1.195e+003   0.000e+000
  8.500 I  -0.000e+000   0.000e+000   7.907e+002  -0.000e+000   1.118e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.907e+002   0.000e+000  -1.254e+003   0.000e+000
  8.520 I  -0.000e+000   0.000e+000   8.205e+002  -0.000e+000   1.157e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.205e+002   0.000e+000  -1.304e+003   0.000e+000
  8.540 I  -0.000e+000   0.000e+000   8.446e+002  -0.000e+000   1.188e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.446e+002   0.000e+000  -1.345e+003   0.000e+000
  8.560 I  -0.000e+000   0.000e+000   8.638e+002  -0.000e+000   1.213e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.638e+002   0.000e+000  -1.379e+003   0.000e+000
  8.580 I  -0.000e+000   0.000e+000   8.798e+002  -0.000e+000   1.233e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.798e+002   0.000e+000  -1.407e+003   0.000e+000
  8.600 I  -0.000e+000   0.000e+000   8.942e+002  -0.000e+000   1.251e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.942e+002   0.000e+000  -1.431e+003   0.000e+000
  8.620 I  -0.000e+000   0.000e+000   9.086e+002  -0.000e+000   1.270e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.086e+002   0.000e+000  -1.455e+003   0.000e+000
  8.640 I  -0.000e+000   0.000e+000   9.237e+002  -0.000e+000   1.291e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.237e+002   0.000e+000  -1.480e+003   0.000e+000
  8.660 I  -0.000e+000   0.000e+000   9.388e+002  -0.000e+000   1.313e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.388e+002   0.000e+000  -1.503e+003   0.000e+000
  8.680 I  -0.000e+000   0.000e+000   9.524e+002  -0.000e+000   1.334e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.524e+002   0.000e+000  -1.524e+003   0.000e+000
  8.700 I  -0.000e+000   0.000e+000   9.630e+002  -0.000e+000   1.350e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.630e+002   0.000e+000  -1.539e+003   0.000e+000
  8.720 I  -0.000e+000   0.000e+000   9.692e+002  -0.000e+000   1.360e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.692e+002   0.000e+000  -1.547e+003   0.000e+000
  8.740 I  -0.000e+000   0.000e+000   9.698e+002  -0.000e+000   1.363e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.698e+002   0.000e+000  -1.546e+003   0.000e+000
  8.760 I  -0.000e+000   0.000e+000   9.645e+002  -0.000e+000   1.357e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.645e+002   0.000e+000  -1.537e+003   0.000e+000
  8.780 I  -0.000e+000   0.000e+000   9.535e+002  -0.000e+000   1.343e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.535e+002   0.000e+000  -1.518e+003   0.000e+000
  8.800 I  -0.000e+000   0.000e+000   9.360e+002  -0.000e+000   1.319e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.360e+002   0.000e+000  -1.489e+003   0.000e+000
  8.820 I  -0.000e+000   0.000e+000   9.101e+002  -0.000e+000   1.284e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   9.101e+002   0.000e+000  -1.447e+003   0.000e+000
  8.840 I  -0.000e+000   0.000e+000   8.732e+002  -0.000e+000   1.231e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.732e+002   0.000e+000  -1.389e+003   0.000e+000
  8.860 I  -0.000e+000   0.000e+000   8.243e+002  -0.000e+000   1.161e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   8.243e+002   0.000e+000  -1.312e+003   0.000e+000
  8.880 I  -0.000e+000   0.000e+000   7.650e+002  -0.000e+000   1.075e+003  -0.000e+000
        J   0.000e+000  -0.000e+000   7.650e+002   0.000e+000  -1.220e+003   0.000e+000
  8.900 I  -0.000e+000   0.000e+000   6.988e+002  -0.000e+000   9.783e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.988e+002   0.000e+000  -1.118e+003   0.000e+000
  8.920 I  -0.000e+000   0.000e+000   6.288e+002  -0.000e+000   8.767e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.288e+002   0.000e+000  -1.010e+003   0.000e+000
  8.940 I  -0.000e+000   0.000e+000   5.585e+002  -0.000e+000   7.750e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.585e+002   0.000e+000  -9.006e+002   0.000e+000
  8.960 I  -0.000e+000   0.000e+000   4.899e+002  -0.000e+000   6.764e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.899e+002   0.000e+000  -7.934e+002   0.000e+000
  8.980 I  -0.000e+000   0.000e+000   4.225e+002  -0.000e+000   5.800e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.225e+002   0.000e+000  -6.875e+002   0.000e+000
  9.000 I  -0.000e+000   0.000e+000   3.555e+002  -0.000e+000   4.845e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.555e+002   0.000e+000  -5.819e+002   0.000e+000
  9.020 I  -0.000e+000   0.000e+000   2.898e+002  -0.000e+000   3.914e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.898e+002   0.000e+000  -4.780e+002   0.000e+000
  9.040 I  -0.000e+000   0.000e+000   2.254e+002  -0.000e+000   3.006e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.254e+002   0.000e+000  -3.757e+002   0.000e+000
  9.060 I  -0.000e+000   0.000e+000   1.584e+002  -0.000e+000   2.058e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.584e+002   0.000e+000  -2.695e+002   0.000e+000
  9.080 I  -0.000e+000   0.000e+000   8.492e+001  -0.000e+000   1.009e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.492e+001   0.000e+000  -1.538e+002   0.000e+000
  9.100 I  -0.000e+000   0.000e+000   4.987e+000  -0.000e+000  -1.398e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.987e+000   0.000e+000  -2.895e+001   0.000e+000
  9.120 I  -0.000e+000   0.000e+000  -7.924e+001  -0.000e+000  -1.356e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.924e+001   0.000e+000   1.021e+002   0.000e+000
  9.140 I  -0.000e+000   0.000e+000  -1.656e+002  -0.000e+000  -2.608e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.656e+002   0.000e+000   2.361e+002   0.000e+000
  9.160 I  -0.000e+000   0.000e+000  -2.525e+002  -0.000e+000  -3.868e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.525e+002   0.000e+000   3.706e+002   0.000e+000
  9.180 I  -0.000e+000   0.000e+000  -3.390e+002  -0.000e+000  -5.126e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.390e+002   0.000e+000   5.045e+002   0.000e+000
  9.200 I  -0.000e+000   0.000e+000  -4.245e+002  -0.000e+000  -6.370e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.245e+002   0.000e+000   6.365e+002   0.000e+000
  9.220 I  -0.000e+000   0.000e+000  -5.072e+002  -0.000e+000  -7.574e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.072e+002   0.000e+000   7.641e+002   0.000e+000
  9.240 I  -0.000e+000   0.000e+000  -5.850e+002  -0.000e+000  -8.707e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.850e+002   0.000e+000   8.845e+002   0.000e+000
  9.260 I  -0.000e+000   0.000e+000  -6.561e+002  -0.000e+000  -9.737e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.561e+002   0.000e+000   9.946e+002   0.000e+000
  9.280 I  -0.000e+000   0.000e+000  -7.184e+002  -0.000e+000  -1.064e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.184e+002   0.000e+000   1.092e+003   0.000e+000
  9.300 I  -0.000e+000   0.000e+000  -7.713e+002  -0.000e+000  -1.139e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.713e+002   0.000e+000   1.174e+003   0.000e+000
  9.320 I  -0.000e+000   0.000e+000  -8.166e+002  -0.000e+000  -1.204e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.166e+002   0.000e+000   1.246e+003   0.000e+000
  9.340 I  -0.000e+000   0.000e+000  -8.576e+002  -0.000e+000  -1.262e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.576e+002   0.000e+000   1.311e+003   0.000e+000
  9.360 I  -0.000e+000   0.000e+000  -8.975e+002  -0.000e+000  -1.319e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -8.975e+002   0.000e+000   1.373e+003   0.000e+000
  9.380 I  -0.000e+000   0.000e+000  -9.373e+002  -0.000e+000  -1.377e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.373e+002   0.000e+000   1.435e+003   0.000e+000
  9.400 I  -0.000e+000   0.000e+000  -9.742e+002  -0.000e+000  -1.431e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -9.742e+002   0.000e+000   1.491e+003   0.000e+000
  9.420 I  -0.000e+000   0.000e+000  -1.005e+003  -0.000e+000  -1.476e+003  -0.000e+000
