
 ** MIDAS/Civil Beam Element Time-history Output Data ** 
___________________________________________________________


 单元=     1 梁单元     内力 时程 (局部)      单位体系 ..: m, N
--------------------------------------------- 

  TIME        AXIAL       SHEAR-y      SHEAR-z      TORSION      MOMENT-y     MOMENT-z 
  0.320 I  -0.000e+000   0.000e+000   2.622e+001  -0.000e+000   4.141e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.622e+001   0.000e+000  -3.726e+001   0.000e+000
  0.340 I  -0.000e+000   0.000e+000   2.894e+001  -0.000e+000   4.577e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.894e+001   0.000e+000  -4.106e+001   0.000e+000
  0.360 I  -0.000e+000   0.000e+000   3.171e+001  -0.000e+000   5.020e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.171e+001   0.000e+000  -4.491e+001   0.000e+000
  0.380 I  -0.000e+000   0.000e+000   3.469e+001  -0.000e+000   5.500e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.469e+001   0.000e+000  -4.906e+001   0.000e+000
  0.400 I  -0.000e+000   0.000e+000   3.806e+001  -0.000e+000   6.044e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.806e+001   0.000e+000  -5.375e+001   0.000e+000
  0.420 I  -0.000e+000   0.000e+000   4.173e+001  -0.000e+000   6.635e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.173e+001   0.000e+000  -5.883e+001   0.000e+000
  0.440 I  -0.000e+000   0.000e+000   4.500e+001  -0.000e+000   7.167e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.500e+001   0.000e+000  -6.334e+001   0.000e+000
  0.460 I  -0.000e+000   0.000e+000   4.733e+001  -0.000e+000   7.554e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.733e+001   0.000e+000  -6.645e+001   0.000e+000
  0.480 I  -0.000e+000   0.000e+000   4.895e+001  -0.000e+000   7.832e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.895e+001   0.000e+000  -6.854e+001   0.000e+000
  0.500 I  -0.000e+000   0.000e+000   5.037e+001  -0.000e+000   8.081e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.037e+001   0.000e+000  -7.030e+001   0.000e+000
  0.520 I  -0.000e+000   0.000e+000   5.189e+001  -0.000e+000   8.349e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.189e+001   0.000e+000  -7.218e+001   0.000e+000
  0.540 I  -0.000e+000   0.000e+000   5.390e+001  -0.000e+000   8.696e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.390e+001   0.000e+000  -7.475e+001   0.000e+000
  0.560 I  -0.000e+000   0.000e+000   5.692e+001  -0.000e+000   9.203e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.692e+001   0.000e+000  -7.873e+001   0.000e+000
  0.580 I  -0.000e+000   0.000e+000   6.113e+001  -0.000e+000   9.900e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   6.113e+001   0.000e+000  -8.439e+001   0.000e+000
  0.600 I  -0.000e+000   0.000e+000   6.614e+001  -0.000e+000   1.073e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.614e+001   0.000e+000  -9.118e+001   0.000e+000
  0.620 I  -0.000e+000   0.000e+000   7.143e+001  -0.000e+000   1.160e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.143e+001   0.000e+000  -9.833e+001   0.000e+000
  0.640 I  -0.000e+000   0.000e+000   7.678e+001  -0.000e+000   1.248e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.678e+001   0.000e+000  -1.055e+002   0.000e+000
  0.660 I  -0.000e+000   0.000e+000   8.215e+001  -0.000e+000   1.337e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.215e+001   0.000e+000  -1.127e+002   0.000e+000
  0.680 I  -0.000e+000   0.000e+000   8.736e+001  -0.000e+000   1.424e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.736e+001   0.000e+000  -1.196e+002   0.000e+000
  0.700 I  -0.000e+000   0.000e+000   9.189e+001  -0.000e+000   1.501e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.189e+001   0.000e+000  -1.256e+002   0.000e+000
  0.720 I  -0.000e+000   0.000e+000   9.512e+001  -0.000e+000   1.558e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.512e+001   0.000e+000  -1.296e+002   0.000e+000
  0.740 I  -0.000e+000   0.000e+000   9.654e+001  -0.000e+000   1.587e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.654e+001   0.000e+000  -1.309e+002   0.000e+000
  0.760 I  -0.000e+000   0.000e+000   9.571e+001  -0.000e+000   1.581e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.571e+001   0.000e+000  -1.290e+002   0.000e+000
  0.780 I  -0.000e+000   0.000e+000   9.223e+001  -0.000e+000   1.534e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.223e+001   0.000e+000  -1.233e+002   0.000e+000
  0.800 I  -0.000e+000   0.000e+000   8.630e+001  -0.000e+000   1.449e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.630e+001   0.000e+000  -1.140e+002   0.000e+000
  0.820 I  -0.000e+000   0.000e+000   7.838e+001  -0.000e+000   1.334e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.838e+001   0.000e+000  -1.018e+002   0.000e+000
  0.840 I  -0.000e+000   0.000e+000   6.872e+001  -0.000e+000   1.191e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.872e+001   0.000e+000  -8.709e+001   0.000e+000
  0.860 I  -0.000e+000   0.000e+000   5.746e+001  -0.000e+000   1.023e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.746e+001   0.000e+000  -7.007e+001   0.000e+000
  0.880 I  -0.000e+000   0.000e+000   4.473e+001  -0.000e+000   8.323e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.473e+001   0.000e+000  -5.095e+001   0.000e+000
  0.900 I  -0.000e+000   0.000e+000   3.051e+001  -0.000e+000   6.183e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.051e+001   0.000e+000  -2.971e+001   0.000e+000
  0.920 I  -0.000e+000   0.000e+000   1.445e+001  -0.000e+000   3.752e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.445e+001   0.000e+000  -5.825e+000   0.000e+000
  0.940 I  -0.000e+000   0.000e+000  -3.977e+000  -0.000e+000   9.488e+000  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.977e+000   0.000e+000   2.142e+001   0.000e+000
  0.960 I  -0.000e+000   0.000e+000  -2.527e+001  -0.000e+000  -2.307e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.527e+001   0.000e+000   5.273e+001   0.000e+000
  0.980 I  -0.000e+000   0.000e+000  -4.960e+001  -0.000e+000  -6.044e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.960e+001   0.000e+000   8.836e+001   0.000e+000
  1.000 I  -0.000e+000   0.000e+000  -7.652e+001  -0.000e+000  -1.019e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.652e+001   0.000e+000   1.276e+002   0.000e+000
  1.020 I  -0.000e+000   0.000e+000  -1.053e+002  -0.000e+000  -1.464e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.053e+002   0.000e+000   1.694e+002   0.000e+000
  1.040 I  -0.000e+000   0.000e+000  -1.353e+002  -0.000e+000  -1.929e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.353e+002   0.000e+000   2.129e+002   0.000e+000
  1.060 I  -0.000e+000   0.000e+000  -1.661e+002  -0.000e+000  -2.409e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.661e+002   0.000e+000   2.575e+002   0.000e+000
  1.080 I  -0.000e+000   0.000e+000  -1.976e+002  -0.000e+000  -2.899e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.976e+002   0.000e+000   3.029e+002   0.000e+000
  1.100 I  -0.000e+000   0.000e+000  -2.288e+002  -0.000e+000  -3.387e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.288e+002   0.000e+000   3.476e+002   0.000e+000
  1.120 I  -0.000e+000   0.000e+000  -2.587e+002  -0.000e+000  -3.857e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.587e+002   0.000e+000   3.904e+002   0.000e+000
  1.140 I  -0.000e+000   0.000e+000  -2.864e+002  -0.000e+000  -4.294e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.864e+002   0.000e+000   4.297e+002   0.000e+000
  1.160 I  -0.000e+000   0.000e+000  -3.108e+002  -0.000e+000  -4.681e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.108e+002   0.000e+000   4.642e+002   0.000e+000
  1.180 I  -0.000e+000   0.000e+000  -3.309e+002  -0.000e+000  -5.005e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.309e+002   0.000e+000   4.923e+002   0.000e+000
  1.200 I  -0.000e+000   0.000e+000  -3.459e+002  -0.000e+000  -5.250e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.459e+002   0.000e+000   5.129e+002   0.000e+000
  1.220 I  -0.000e+000   0.000e+000  -3.556e+002  -0.000e+000  -5.414e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.556e+002   0.000e+000   5.255e+002   0.000e+000
  1.240 I  -0.000e+000   0.000e+000  -3.613e+002  -0.000e+000  -5.516e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.613e+002   0.000e+000   5.322e+002   0.000e+000
  1.260 I  -0.000e+000   0.000e+000  -3.648e+002  -0.000e+000  -5.589e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.648e+002   0.000e+000   5.356e+002   0.000e+000
  1.280 I  -0.000e+000   0.000e+000  -3.683e+002  -0.000e+000  -5.663e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.683e+002   0.000e+000   5.387e+002   0.000e+000
  1.300 I  -0.000e+000   0.000e+000  -3.738e+002  -0.000e+000  -5.769e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.738e+002   0.000e+000   5.444e+002   0.000e+000
  1.320 I  -0.000e+000   0.000e+000  -3.831e+002  -0.000e+000  -5.938e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.831e+002   0.000e+000   5.554e+002   0.000e+000
  1.340 I  -0.000e+000   0.000e+000  -3.972e+002  -0.000e+000  -6.185e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.972e+002   0.000e+000   5.731e+002   0.000e+000
  1.360 I  -0.000e+000   0.000e+000  -4.151e+002  -0.000e+000  -6.494e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.151e+002   0.000e+000   5.960e+002   0.000e+000
  1.380 I  -0.000e+000   0.000e+000  -4.353e+002  -0.000e+000  -6.839e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.353e+002   0.000e+000   6.219e+002   0.000e+000
  1.400 I  -0.000e+000   0.000e+000  -4.571e+002  -0.000e+000  -7.214e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.571e+002   0.000e+000   6.500e+002   0.000e+000
  1.420 I  -0.000e+000   0.000e+000  -4.808e+002  -0.000e+000  -7.619e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.808e+002   0.000e+000   6.804e+002   0.000e+000
  1.440 I  -0.000e+000   0.000e+000  -5.062e+002  -0.000e+000  -8.054e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.062e+002   0.000e+000   7.131e+002   0.000e+000
  1.460 I  -0.000e+000   0.000e+000  -5.331e+002  -0.000e+000  -8.516e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.331e+002   0.000e+000   7.477e+002   0.000e+000
  1.480 I  -0.000e+000   0.000e+000  -5.616e+002  -0.000e+000  -9.005e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.616e+002   0.000e+000   7.843e+002   0.000e+000
  1.500 I  -0.000e+000   0.000e+000  -5.914e+002  -0.000e+000  -9.518e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.914e+002   0.000e+000   8.225e+002   0.000e+000
  1.520 I  -0.000e+000   0.000e+000  -6.231e+002  -0.000e+000  -1.006e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.231e+002   0.000e+000   8.630e+002   0.000e+000
  1.540 I  -0.000e+000   0.000e+000  -6.564e+002  -0.000e+000  -1.064e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.564e+002   0.000e+000   9.057e+002   0.000e+000
  1.560 I  -0.000e+000   0.000e+000  -6.900e+002  -0.000e+000  -1.122e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.900e+002   0.000e+000   9.484e+002   0.000e+000
  1.580 I  -0.000e+000   0.000e+000  -7.212e+002  -0.000e+000  -1.176e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.212e+002   0.000e+000   9.873e+002   0.000e+000
  1.600 I  -0.000e+000   0.000e+000  -7.475e+002  -0.000e+000  -1.223e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.475e+002   0.000e+000   1.019e+003   0.000e+000
  1.620 I  -0.000e+000   0.000e+000  -7.664e+002  -0.000e+000  -1.260e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.664e+002   0.000e+000   1.040e+003   0.000e+000
  1.640 I  -0.000e+000   0.000e+000  -7.756e+002  -0.000e+000  -1.281e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.756e+002   0.000e+000   1.046e+003   0.000e+000
  1.660 I  -0.000e+000   0.000e+000  -7.728e+002  -0.000e+000  -1.283e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.728e+002   0.000e+000   1.035e+003   0.000e+000
  1.680 I  -0.000e+000   0.000e+000  -7.564e+002  -0.000e+000  -1.265e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.564e+002   0.000e+000   1.004e+003   0.000e+000
  1.700 I  -0.000e+000   0.000e+000  -7.267e+002  -0.000e+000  -1.226e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -7.267e+002   0.000e+000   9.538e+002   0.000e+000
  1.720 I  -0.000e+000   0.000e+000  -6.849e+002  -0.000e+000  -1.169e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.849e+002   0.000e+000   8.860e+002   0.000e+000
  1.740 I  -0.000e+000   0.000e+000  -6.323e+002  -0.000e+000  -1.094e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.323e+002   0.000e+000   8.023e+002   0.000e+000
  1.760 I  -0.000e+000   0.000e+000  -5.699e+002  -0.000e+000  -1.005e+003  -0.000e+000
        J   0.000e+000  -0.000e+000  -5.699e+002   0.000e+000   7.047e+002   0.000e+000
  1.780 I  -0.000e+000   0.000e+000  -4.988e+002  -0.000e+000  -9.020e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.988e+002   0.000e+000   5.944e+002   0.000e+000
  1.800 I  -0.000e+000   0.000e+000  -4.191e+002  -0.000e+000  -7.855e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.191e+002   0.000e+000   4.718e+002   0.000e+000
  1.820 I  -0.000e+000   0.000e+000  -3.313e+002  -0.000e+000  -6.563e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.313e+002   0.000e+000   3.375e+002   0.000e+000
  1.840 I  -0.000e+000   0.000e+000  -2.373e+002  -0.000e+000  -5.173e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.373e+002   0.000e+000   1.945e+002   0.000e+000
  1.860 I  -0.000e+000   0.000e+000  -1.397e+002  -0.000e+000  -3.726e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.397e+002   0.000e+000   4.665e+001   0.000e+000
  1.880 I  -0.000e+000   0.000e+000  -4.130e+001  -0.000e+000  -2.262e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -4.130e+001   0.000e+000  -1.023e+002   0.000e+000
  1.900 I  -0.000e+000   0.000e+000   5.541e+001  -0.000e+000  -8.216e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.541e+001   0.000e+000  -2.484e+002   0.000e+000
  1.920 I  -0.000e+000   0.000e+000   1.478e+002  -0.000e+000   5.547e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.478e+002   0.000e+000  -3.879e+002   0.000e+000
  1.940 I  -0.000e+000   0.000e+000   2.333e+002  -0.000e+000   1.828e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.333e+002   0.000e+000  -5.171e+002   0.000e+000
  1.960 I  -0.000e+000   0.000e+000   3.094e+002  -0.000e+000   2.959e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.094e+002   0.000e+000  -6.323e+002   0.000e+000
  1.980 I  -0.000e+000   0.000e+000   3.737e+002  -0.000e+000   3.912e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.737e+002   0.000e+000  -7.301e+002   0.000e+000
  2.000 I  -0.000e+000   0.000e+000   4.239e+002  -0.000e+000   4.648e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.239e+002   0.000e+000  -8.070e+002   0.000e+000
  2.020 I  -0.000e+000   0.000e+000   4.577e+002  -0.000e+000   5.134e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.577e+002   0.000e+000  -8.597e+002   0.000e+000
  2.040 I  -0.000e+000   0.000e+000   4.742e+002  -0.000e+000   5.357e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.742e+002   0.000e+000  -8.870e+002   0.000e+000
  2.060 I  -0.000e+000   0.000e+000   4.754e+002  -0.000e+000   5.345e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.754e+002   0.000e+000  -8.917e+002   0.000e+000
  2.080 I  -0.000e+000   0.000e+000   4.644e+002  -0.000e+000   5.149e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.644e+002   0.000e+000  -8.782e+002   0.000e+000
  2.100 I  -0.000e+000   0.000e+000   4.445e+002  -0.000e+000   4.820e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.445e+002   0.000e+000  -8.514e+002   0.000e+000
  2.120 I  -0.000e+000   0.000e+000   4.190e+002  -0.000e+000   4.409e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.190e+002   0.000e+000  -8.160e+002   0.000e+000
  2.140 I  -0.000e+000   0.000e+000   3.912e+002  -0.000e+000   3.968e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.912e+002   0.000e+000  -7.767e+002   0.000e+000
  2.160 I  -0.000e+000   0.000e+000   3.644e+002  -0.000e+000   3.549e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.644e+002   0.000e+000  -7.383e+002   0.000e+000
  2.180 I  -0.000e+000   0.000e+000   3.419e+002  -0.000e+000   3.202e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.419e+002   0.000e+000  -7.055e+002   0.000e+000
  2.200 I  -0.000e+000   0.000e+000   3.269e+002  -0.000e+000   2.978e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.269e+002   0.000e+000  -6.830e+002   0.000e+000
  2.220 I  -0.000e+000   0.000e+000   3.211e+002  -0.000e+000   2.902e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.211e+002   0.000e+000  -6.731e+002   0.000e+000
  2.240 I  -0.000e+000   0.000e+000   3.229e+002  -0.000e+000   2.951e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.229e+002   0.000e+000  -6.736e+002   0.000e+000
  2.260 I  -0.000e+000   0.000e+000   3.293e+002  -0.000e+000   3.077e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.293e+002   0.000e+000  -6.802e+002   0.000e+000
  2.280 I  -0.000e+000   0.000e+000   3.372e+002  -0.000e+000   3.231e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.372e+002   0.000e+000  -6.885e+002   0.000e+000
  2.300 I  -0.000e+000   0.000e+000   3.435e+002  -0.000e+000   3.365e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.435e+002   0.000e+000  -6.939e+002   0.000e+000
  2.320 I  -0.000e+000   0.000e+000   3.451e+002  -0.000e+000   3.432e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.451e+002   0.000e+000  -6.922e+002   0.000e+000
  2.340 I  -0.000e+000   0.000e+000   3.392e+002  -0.000e+000   3.386e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.392e+002   0.000e+000  -6.791e+002   0.000e+000
  2.360 I  -0.000e+000   0.000e+000   3.228e+002  -0.000e+000   3.179e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.228e+002   0.000e+000  -6.504e+002   0.000e+000
  2.380 I  -0.000e+000   0.000e+000   2.930e+002  -0.000e+000   2.767e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.930e+002   0.000e+000  -6.021e+002   0.000e+000
  2.400 I  -0.000e+000   0.000e+000   2.512e+002  -0.000e+000   2.173e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.512e+002   0.000e+000  -5.362e+002   0.000e+000
  2.420 I  -0.000e+000   0.000e+000   2.071e+002  -0.000e+000   1.546e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.071e+002   0.000e+000  -4.667e+002   0.000e+000
  2.440 I  -0.000e+000   0.000e+000   1.705e+002  -0.000e+000   1.039e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.705e+002   0.000e+000  -4.075e+002   0.000e+000
  2.460 I  -0.000e+000   0.000e+000   1.425e+002  -0.000e+000   6.706e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.425e+002   0.000e+000  -3.605e+002   0.000e+000
  2.480 I  -0.000e+000   0.000e+000   1.202e+002  -0.000e+000   3.942e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.202e+002   0.000e+000  -3.213e+002   0.000e+000
  2.500 I  -0.000e+000   0.000e+000   1.008e+002  -0.000e+000   1.637e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.008e+002   0.000e+000  -2.859e+002   0.000e+000
  2.520 I  -0.000e+000   0.000e+000   8.110e+001  -0.000e+000  -6.703e+000  -0.000e+000
        J   0.000e+000  -0.000e+000   8.110e+001   0.000e+000  -2.500e+002   0.000e+000
  2.540 I  -0.000e+000   0.000e+000   5.986e+001  -0.000e+000  -3.206e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.986e+001   0.000e+000  -2.116e+002   0.000e+000
  2.560 I  -0.000e+000   0.000e+000   3.861e+001  -0.000e+000  -5.726e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   3.861e+001   0.000e+000  -1.731e+002   0.000e+000
  2.580 I  -0.000e+000   0.000e+000   2.043e+001  -0.000e+000  -7.752e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.043e+001   0.000e+000  -1.388e+002   0.000e+000
  2.600 I  -0.000e+000   0.000e+000   8.327e+000  -0.000e+000  -8.813e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   8.327e+000   0.000e+000  -1.131e+002   0.000e+000
  2.620 I  -0.000e+000   0.000e+000   4.358e+000  -0.000e+000  -8.591e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   4.358e+000   0.000e+000  -9.898e+001   0.000e+000
  2.640 I  -0.000e+000   0.000e+000   8.636e+000  -0.000e+000  -7.070e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   8.636e+000   0.000e+000  -9.660e+001   0.000e+000
  2.660 I  -0.000e+000   0.000e+000   2.012e+001  -0.000e+000  -4.412e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   2.012e+001   0.000e+000  -1.045e+002   0.000e+000
  2.680 I  -0.000e+000   0.000e+000   3.740e+001  -0.000e+000  -8.402e+000  -0.000e+000
        J   0.000e+000  -0.000e+000   3.740e+001   0.000e+000  -1.206e+002   0.000e+000
  2.700 I  -0.000e+000   0.000e+000   5.887e+001  -0.000e+000   3.395e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.887e+001   0.000e+000  -1.427e+002   0.000e+000
  2.720 I  -0.000e+000   0.000e+000   8.291e+001  -0.000e+000   8.039e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   8.291e+001   0.000e+000  -1.683e+002   0.000e+000
  2.740 I  -0.000e+000   0.000e+000   1.079e+002  -0.000e+000   1.284e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.079e+002   0.000e+000  -1.953e+002   0.000e+000
